id,psi,x,y,z
5000,0.32494091431276,0,0,0
15025,0.93849254775954,1.25e-05,0,0
15018,1.3805125999399,2.5e-05,0,0
15012,1.9362986995536,5e-05,0,0
15024,2.2388524349472,7.5e-05,0,0
15003,2.4099501413716,0.0001,0,0
15013,2.5640844835645,0.00015,0,0
5001,2.6138960986371,0.0002,0,0
15014,2.630363769165,0.00025,0,0
15006,2.6359243514723,0.0003,0,0
5002,2.6383692359612,0.0004,0,0
5003,2.6384933198614,0.0006,0,0
5004,2.6384573376817,0.0008,0,0
5005,2.6384442162172,0.001,0,0
5006,2.6384278299426,0.0012,0,0
5007,2.6384119099291,0.0014,0,0
5008,2.638395923327,0.0016,0,0
5009,2.6383799462347,0.0018,0,0
5010,2.6383639677842,0.002,0,0
5011,2.6383479895277,0.0022,0,0
5012,2.6383320112435,0.0024,0,0
5013,2.6383160329633,0.0026,0,0
5014,2.6383000546825,0.0028,0,0
5015,2.6382840764018,0.003,0,0
5016,2.6382680981211,0.0032,0,0
5017,2.6382521198403,0.0034,0,0
5018,2.6382361415596,0.0036,0,0
5019,2.6382201632789,0.0038,0,0
5020,2.6382041849981,0.004,0,0
5021,2.6381882067174,0.0042,0,0
5022,2.6381722284367,0.0044,0,0
5023,2.638156250156,0.0046,0,0
5024,2.6381402718752,0.0048,0,0
5025,2.6381242935945,0.005,0,0
5026,2.6381083153138,0.0052,0,0
5027,2.6380923370331,0.0054,0,0
5028,2.6380763587523,0.0056,0,0
5029,2.6380603804716,0.0058,0,0
5030,2.6380444021909,0.006,0,0
5031,2.6380284239101,0.0062,0,0
5032,2.6380124456294,0.0064,0,0
5033,2.6379964673487,0.0066,0,0
5034,2.637980489068,0.0068,0,0
5035,2.6379645107872,0.007,0,0
5036,2.6379485325065,0.0072,0,0
5037,2.6379325542258,0.0074,0,0
5038,2.637916575945,0.0076,0,0
5039,2.6379005976643,0.0078,0,0
5040,2.6378846193836,0.008,0,0
5041,2.6378686411029,0.0082,0,0
5042,2.6378526628221,0.0084,0,0
5043,2.6378366845414,0.0086,0,0
5044,2.6378207062607,0.0088,0,0
5045,2.63780472798,0.009,0,0
5046,2.6377887496992,0.0092,0,0
5047,2.6377727714185,0.0094,0,0
5048,2.6377567931378,0.0096,0,0
5049,2.637740814857,0.0098,0,0
5050,2.6377248365763,0.01,0,0
5051,2.6377088582956,0.0102,0,0
5052,2.6376928800149,0.0104,0,0
5053,2.6376769017341,0.0106,0,0
5054,2.6376609234534,0.0108,0,0
5055,2.6376449451727,0.011,0,0
5056,2.6376289668919,0.0112,0,0
5057,2.6376129886112,0.0114,0,0
5058,2.6375970103305,0.0116,0,0
5059,2.6375810320498,0.0118,0,0
5060,2.637565053769,0.012,0,0
5061,2.6375490754883,0.0122,0,0
5062,2.6375330972076,0.0124,0,0
5063,2.6375171189269,0.0126,0,0
5064,2.6375011406461,0.0128,0,0
5065,2.6374851623654,0.013,0,0
5066,2.6374691840847,0.0132,0,0
5067,2.6374532058039,0.0134,0,0
5068,2.6374372275232,0.0136,0,0
5069,2.6374212492425,0.0138,0,0
5070,2.6374052709618,0.014,0,0
5071,2.637389292681,0.0142,0,0
5072,2.6373733144003,0.0144,0,0
5073,2.6373573361196,0.0146,0,0
5074,2.6373413578388,0.0148,0,0
5075,2.6373253795581,0.015,0,0
5076,2.6373094012774,0.0152,0,0
5077,2.6372934229967,0.0154,0,0
5078,2.6372774447159,0.0156,0,0
5079,2.6372614664352,0.0158,0,0
5080,2.6372454881545,0.016,0,0
5081,2.6372295098738,0.0162,0,0
5082,2.637213531593,0.0164,0,0
5083,2.6371975533123,0.0166,0,0
5084,2.6371815750316,0.0168,0,0
5085,2.6371655967508,0.017,0,0
5086,2.6371496184701,0.0172,0,0
5087,2.6371336401894,0.0174,0,0
5088,2.6371176619087,0.0176,0,0
5089,2.6371016836279,0.0178,0,0
5090,2.6370857053472,0.018,0,0
5091,2.6370697270665,0.0182,0,0
5092,2.6370537487858,0.0184,0,0
5093,2.637037770505,0.0186,0,0
5094,2.6370217922243,0.0188,0,0
5095,2.6370058139436,0.019,0,0
5096,2.6369898356628,0.0192,0,0
5097,2.6369738573821,0.0194,0,0
5098,2.6369578791014,0.0196,0,0
5099,2.6369419008207,0.0198,0,0
5100,2.6369259225399,0.02,0,0
5101,2.6369099442592,0.0202,0,0
5102,2.6368939659785,0.0204,0,0
5103,2.6368779876977,0.0206,0,0
5104,2.636862009417,0.0208,0,0
5105,2.6368460311363,0.021,0,0
5106,2.6368300528556,0.0212,0,0
5107,2.6368140745748,0.0214,0,0
5108,2.6367980962941,0.0216,0,0
5109,2.6367821180134,0.0218,0,0
5110,2.6367661397327,0.022,0,0
5111,2.6367501614519,0.0222,0,0
5112,2.6367341831712,0.0224,0,0
5113,2.6367182048905,0.0226,0,0
5114,2.6367022266097,0.0228,0,0
5115,2.636686248329,0.023,0,0
5116,2.6366702700483,0.0232,0,0
5117,2.6366542917676,0.0234,0,0
5118,2.6366383134868,0.0236,0,0
5119,2.6366223352061,0.0238,0,0
5120,2.6366063569254,0.024,0,0
5121,2.6365903786446,0.0242,0,0
5122,2.6365744003639,0.0244,0,0
5123,2.6365584220832,0.0246,0,0
5124,2.6365424438025,0.0248,0,0
5125,2.6365264655217,0.025,0,0
5126,2.636510487241,0.0252,0,0
5127,2.6364945089603,0.0254,0,0
5128,2.6364785306796,0.0256,0,0
5129,2.6364625523988,0.0258,0,0
5130,2.6364465741181,0.026,0,0
5131,2.6364305958374,0.0262,0,0
5132,2.6364146175566,0.0264,0,0
5133,2.6363986392759,0.0266,0,0
5134,2.6363826609952,0.0268,0,0
5135,2.6363666827145,0.027,0,0
5136,2.6363507044337,0.0272,0,0
5137,2.636334726153,0.0274,0,0
5138,2.6363187478723,0.0276,0,0
5139,2.6363027695915,0.0278,0,0
5140,2.6362867913108,0.028,0,0
5141,2.6362708130301,0.0282,0,0
5142,2.6362548347494,0.0284,0,0
5143,2.6362388564686,0.0286,0,0
5144,2.6362228781879,0.0288,0,0
5145,2.6362068999072,0.029,0,0
5146,2.6361909216265,0.0292,0,0
5147,2.6361749433457,0.0294,0,0
5148,2.636158965065,0.0296,0,0
5149,2.6361429867843,0.0298,0,0
5150,2.6361270085035,0.03,0,0
5151,2.6361110302228,0.0302,0,0
5152,2.6360950519421,0.0304,0,0
5153,2.6360790736614,0.0306,0,0
5154,2.6360630953806,0.0308,0,0
5155,2.6360471170999,0.031,0,0
5156,2.6360311388192,0.0312,0,0
5157,2.6360151605384,0.0314,0,0
5158,2.6359991822577,0.0316,0,0
5159,2.635983203977,0.0318,0,0
5160,2.6359672256963,0.032,0,0
5161,2.6359512474155,0.0322,0,0
5162,2.6359352691348,0.0324,0,0
5163,2.6359192908541,0.0326,0,0
5164,2.6359033125734,0.0328,0,0
5165,2.6358873342926,0.033,0,0
5166,2.6358713560119,0.0332,0,0
5167,2.6358553777312,0.0334,0,0
5168,2.6358393994504,0.0336,0,0
5169,2.6358234211697,0.0338,0,0
5170,2.635807442889,0.034,0,0
5171,2.6357914646083,0.0342,0,0
5172,2.6357754863275,0.0344,0,0
5173,2.6357595080468,0.0346,0,0
5174,2.6357435297661,0.0348,0,0
5175,2.6357275514853,0.035,0,0
5176,2.6357115732046,0.0352,0,0
5177,2.6356955949239,0.0354,0,0
5178,2.6356796166432,0.0356,0,0
5179,2.6356636383624,0.0358,0,0
5180,2.6356476600817,0.036,0,0
5181,2.635631681801,0.0362,0,0
5182,2.6356157035203,0.0364,0,0
5183,2.6355997252395,0.0366,0,0
5184,2.6355837469588,0.0368,0,0
5185,2.6355677686781,0.037,0,0
5186,2.6355517903973,0.0372,0,0
5187,2.6355358121166,0.0374,0,0
5188,2.6355198338359,0.0376,0,0
5189,2.6355038555552,0.0378,0,0
5190,2.6354878772744,0.038,0,0
5191,2.6354718989937,0.0382,0,0
5192,2.635455920713,0.0384,0,0
5193,2.6354399424322,0.0386,0,0
5194,2.6354239641515,0.0388,0,0
5195,2.6354079858708,0.039,0,0
5196,2.6353920075901,0.0392,0,0
5197,2.6353760293093,0.0394,0,0
5198,2.6353600510286,0.0396,0,0
5199,2.6353440727479,0.0398,0,0
5200,2.6353280944672,0.04,0,0
5201,2.6353121161864,0.0402,0,0
5202,2.6352961379057,0.0404,0,0
5203,2.635280159625,0.0406,0,0
5204,2.6352641813442,0.0408,0,0
5205,2.6352482030635,0.041,0,0
5206,2.6352322247828,0.0412,0,0
5207,2.6352162465021,0.0414,0,0
5208,2.6352002682213,0.0416,0,0
5209,2.6351842899406,0.0418,0,0
5210,2.6351683116599,0.042,0,0
5211,2.6351523333791,0.0422,0,0
5212,2.6351363550984,0.0424,0,0
5213,2.6351203768177,0.0426,0,0
5214,2.635104398537,0.0428,0,0
5215,2.6350884202562,0.043,0,0
5216,2.6350724419755,0.0432,0,0
5217,2.6350564636948,0.0434,0,0
5218,2.6350404854141,0.0436,0,0
5219,2.6350245071333,0.0438,0,0
5220,2.6350085288526,0.044,0,0
5221,2.6349925505719,0.0442,0,0
5222,2.6349765722911,0.0444,0,0
5223,2.6349605940104,0.0446,0,0
5224,2.6349446157297,0.0448,0,0
5225,2.634928637449,0.045,0,0
5226,2.6349126591682,0.0452,0,0
5227,2.6348966808875,0.0454,0,0
5228,2.6348807026068,0.0456,0,0
5229,2.6348647243261,0.0458,0,0
5230,2.6348487460453,0.046,0,0
5231,2.6348327677646,0.0462,0,0
5232,2.6348167894839,0.0464,0,0
5233,2.6348008112031,0.0466,0,0
5234,2.6347848329224,0.0468,0,0
5235,2.6347688546417,0.047,0,0
5236,2.634752876361,0.0472,0,0
5237,2.6347368980802,0.0474,0,0
5238,2.6347209197995,0.0476,0,0
5239,2.6347049415188,0.0478,0,0
5240,2.634688963238,0.048,0,0
5241,2.6346729849573,0.0482,0,0
5242,2.6346570066766,0.0484,0,0
5243,2.6346410283959,0.0486,0,0
5244,2.6346250501151,0.0488,0,0
5245,2.6346090718344,0.049,0,0
5246,2.6345930935537,0.0492,0,0
5247,2.634577115273,0.0494,0,0
5248,2.6345611369922,0.0496,0,0
5249,2.6345451587115,0.0498,0,0
5250,2.6345291804308,0.05,0,0
5251,2.63451320215,0.0502,0,0
5252,2.6344972238693,0.0504,0,0
5253,2.6344812455886,0.0506,0,0
5254,2.6344652673079,0.0508,0,0
5255,2.6344492890271,0.051,0,0
5256,2.6344333107464,0.0512,0,0
5257,2.6344173324657,0.0514,0,0
5258,2.6344013541849,0.0516,0,0
5259,2.6343853759042,0.0518,0,0
5260,2.6343693976235,0.052,0,0
5261,2.6343534193428,0.0522,0,0
5262,2.634337441062,0.0524,0,0
5263,2.6343214627813,0.0526,0,0
5264,2.6343054845006,0.0528,0,0
5265,2.6342895062199,0.053,0,0
5266,2.6342735279391,0.0532,0,0
5267,2.6342575496584,0.0534,0,0
5268,2.6342415713777,0.0536,0,0
5269,2.6342255930969,0.0538,0,0
5270,2.6342096148162,0.054,0,0
5271,2.6341936365355,0.0542,0,0
5272,2.6341776582548,0.0544,0,0
5273,2.634161679974,0.0546,0,0
5274,2.6341457016933,0.0548,0,0
5275,2.6341297234126,0.055,0,0
5276,2.6341137451318,0.0552,0,0
5277,2.6340977668511,0.0554,0,0
5278,2.6340817885704,0.0556,0,0
5279,2.6340658102897,0.0558,0,0
5280,2.6340498320089,0.056,0,0
5281,2.6340338537282,0.0562,0,0
5282,2.6340178754475,0.0564,0,0
5283,2.6340018971668,0.0566,0,0
5284,2.633985918886,0.0568,0,0
5285,2.6339699406053,0.057,0,0
5286,2.6339539623246,0.0572,0,0
5287,2.6339379840438,0.0574,0,0
5288,2.6339220057631,0.0576,0,0
5289,2.6339060274824,0.0578,0,0
5290,2.6338900492017,0.058,0,0
5291,2.6338740709209,0.0582,0,0
5292,2.6338580926402,0.0584,0,0
5293,2.6338421143595,0.0586,0,0
5294,2.6338261360787,0.0588,0,0
5295,2.633810157798,0.059,0,0
5296,2.6337941795173,0.0592,0,0
5297,2.6337782012366,0.0594,0,0
5298,2.6337622229558,0.0596,0,0
5299,2.6337462446751,0.0598,0,0
5300,2.6337302663944,0.06,0,0
5301,2.6337142881137,0.0602,0,0
5302,2.6336983098329,0.0604,0,0
5303,2.6336823315522,0.0606,0,0
5304,2.6336663532715,0.0608,0,0
5305,2.6336503749907,0.061,0,0
5306,2.63363439671,0.0612,0,0
5307,2.6336184184293,0.0614,0,0
5308,2.6336024401486,0.0616,0,0
5309,2.6335864618678,0.0618,0,0
5310,2.6335704835871,0.062,0,0
5311,2.6335545053064,0.0622,0,0
5312,2.6335385270256,0.0624,0,0
5313,2.6335225487449,0.0626,0,0
5314,2.6335065704642,0.0628,0,0
5315,2.6334905921835,0.063,0,0
5316,2.6334746139027,0.0632,0,0
5317,2.633458635622,0.0634,0,0
5318,2.6334426573413,0.0636,0,0
5319,2.6334266790606,0.0638,0,0
5320,2.6334107007798,0.064,0,0
5321,2.6333947224991,0.0642,0,0
5322,2.6333787442184,0.0644,0,0
5323,2.6333627659376,0.0646,0,0
5324,2.6333467876569,0.0648,0,0
5325,2.6333308093762,0.065,0,0
5326,2.6333148310955,0.0652,0,0
5327,2.6332988528147,0.0654,0,0
5328,2.633282874534,0.0656,0,0
5329,2.6332668962533,0.0658,0,0
5330,2.6332509179725,0.066,0,0
5331,2.6332349396918,0.0662,0,0
5332,2.6332189614111,0.0664,0,0
5333,2.6332029831304,0.0666,0,0
5334,2.6331870048496,0.0668,0,0
5335,2.6331710265689,0.067,0,0
5336,2.6331550482882,0.0672,0,0
5337,2.6331390700075,0.0674,0,0
5338,2.6331230917267,0.0676,0,0
5339,2.633107113446,0.0678,0,0
5340,2.6330911351653,0.068,0,0
5341,2.6330751568845,0.0682,0,0
5342,2.6330591786038,0.0684,0,0
5343,2.6330432003231,0.0686,0,0
5344,2.6330272220424,0.0688,0,0
5345,2.6330112437616,0.069,0,0
5346,2.6329952654809,0.0692,0,0
5347,2.6329792872002,0.0694,0,0
5348,2.6329633089194,0.0696,0,0
5349,2.6329473306387,0.0698,0,0
5350,2.632931352358,0.07,0,0
5351,2.6329153740773,0.0702,0,0
5352,2.6328993957965,0.0704,0,0
5353,2.6328834175158,0.0706,0,0
5354,2.6328674392351,0.0708,0,0
5355,2.6328514609544,0.071,0,0
5356,2.6328354826736,0.0712,0,0
5357,2.6328195043929,0.0714,0,0
5358,2.6328035261122,0.0716,0,0
