ci_ODE,id,x,y,z
3.0423032587627e-07,0,-1.99975,0,0
9.1269097783266e-07,1,-1.99925,0,0
1.5211506539498e-06,2,-1.99875,0,0
2.1296117957623e-06,3,-1.99825,0,0
2.7380729390017e-06,4,-1.99775,0,0
3.346533107625e-06,5,-1.99725,0,0
3.9549942549412e-06,6,-1.99675,0,0
4.5634544284567e-06,7,-1.99625,0,0
5.1719150932552e-06,8,-1.99575,0,0
5.780375761519e-06,9,-1.99525,0,0
6.3888359454304e-06,10,-1.99475,0,0
6.9972966218479e-06,11,-1.99425,0,0
7.6057573029538e-06,12,-1.99375,0,0
8.2142175009304e-06,13,-1.99325,0,0
8.8226786808615e-06,14,-1.99275,0,0
9.4311388902532e-06,15,-1.99225,0,0
1.0039599105964e-05,16,-1.99175,0,0
1.0648060793078e-05,17,-1.99125,0,0
1.125652102265e-05,18,-1.99075,0,0
1.1864981259765e-05,19,-1.99025,0,0
1.2473441993054e-05,20,-1.98975,0,0
1.3081902246476e-05,21,-1.98925,0,0
1.3690363485114e-05,22,-1.98875,0,0
1.4298824244699e-05,23,-1.98825,0,0
1.4907284037414e-05,24,-1.98775,0,0
1.5515743840118e-05,25,-1.98725,0,0
1.6124204629668e-05,26,-1.98675,0,0
1.6732665918247e-05,27,-1.98625,0,0
1.7341125753361e-05,28,-1.98575,0,0
1.7949587064771e-05,29,-1.98525,0,0
1.8558047411757e-05,30,-1.98475,0,0
1.9166507771176e-05,31,-1.98425,0,0
1.9774968143438e-05,32,-1.98375,0,0
2.0383429017176e-05,33,-1.98325,0,0
2.099188990457e-05,34,-1.98275,0,0
2.1600349829579e-05,35,-1.98225,0,0
2.2208810257286e-05,36,-1.98175,0,0
2.2817270699874e-05,37,-1.98125,0,0
2.3425731645975e-05,38,-1.98075,0,0
2.4034191631322e-05,39,-1.98025,0,0
2.4642652120997e-05,40,-1.97975,0,0
2.5251113115409e-05,41,-1.97925,0,0
2.5859573638515e-05,42,-1.97875,0,0
2.6468033690721e-05,43,-1.97825,0,0
2.7076494248888e-05,44,-1.97775,0,0
2.7684954336971e-05,45,-1.97725,0,0
2.8293414931829e-05,46,-1.97675,0,0
