cm_ODE,id,x,y,z
-5502693.0908732,4000,0.000125,0,0
2046993.2656026,4001,0.000375,0,0
-335186.07869383,4002,0.000625,0,0
67880.431239656,4003,0.000875,0,0
-13372.564044014,4004,0.001125,0,0
2512.4323853957,4005,0.001375,0,0
-612.22869825152,4006,0.001625,0,0
1.6696742160477,4007,0.001875,0,0
-118.97071991924,4008,0.002125,0,0
-95.264143818155,4009,0.002375,0,0
-99.92267370806,4010,0.002625,0,0
-99.007237344357,4011,0.002875,0,0
-99.18712757809,4012,0.003125,0,0
-99.151777775466,4013,0.003375,0,0
-99.158724283176,4014,0.003625,0,0
-99.157359240937,4015,0.003875,0,0
-99.157627480309,4016,0.004125,0,0
-99.15757477214,4017,0.004375,0,0
-99.157585126397,4018,0.004625,0,0
-99.157583094601,4019,0.004875,0,0
-99.157583490237,4020,0.005125,0,0
-99.157583414045,4021,0.005375,0,0
-99.157583430412,4022,0.005625,0,0
-99.157583426461,4023,0.005875,0,0
-99.15758342759,4024,0.006125,0,0
-99.15758342759,4025,0.006375,0,0
-99.157583427025,4026,0.006625,0,0
-99.15758342759,4027,0.006875,0,0
-99.157583426461,4028,0.007125,0,0
-99.157583426461,4029,0.007375,0,0
-99.15758342759,4030,0.007625,0,0
-99.157583427025,4031,0.007875,0,0
-99.157583427025,4032,0.008125,0,0
-99.157583427025,4033,0.008375,0,0
-99.15758342759,4034,0.008625,0,0
-99.157583427025,4035,0.008875,0,0
-99.15758342759,4036,0.009125,0,0
-99.157583427025,4037,0.009375,0,0
-99.15758342759,4038,0.009625,0,0
-99.157583427025,4039,0.009875,0,0
-99.157583427025,4040,0.010125,0,0
-99.15758342759,4041,0.010375,0,0
-99.157583427025,4042,0.010625,0,0
-99.157583427025,4043,0.010875,0,0
-99.15758342759,4044,0.011125,0,0
-99.157583427025,4045,0.011375,0,0
-99.157583427025,4046,0.011625,0,0
-99.15758342759,4047,0.011875,0,0
-99.157583426461,4048,0.012125,0,0
-99.157583427025,4049,0.012375,0,0
-99.157583427025,4050,0.012625,0,0
-99.157583427025,4051,0.012875,0,0
-99.157583427025,4052,0.013125,0,0
-99.15758342759,4053,0.013375,0,0
-99.157583427025,4054,0.013625,0,0
-99.157583427025,4055,0.013875,0,0
-99.157583427025,4056,0.014125,0,0
-99.157583426461,4057,0.014375,0,0
-99.15758342759,4058,0.014625,0,0
-99.157583427025,4059,0.014875,0,0
-99.157583427025,4060,0.015125,0,0
-99.15758342759,4061,0.015375,0,0
-99.157583426461,4062,0.015625,0,0
-99.157583427025,4063,0.015875,0,0
-99.15758342759,4064,0.016125,0,0
-99.157583427025,4065,0.016375,0,0
-99.157583427025,4066,0.016625,0,0
-99.15758342759,4067,0.016875,0,0
-99.157583426461,4068,0.017125,0,0
-99.15758342759,4069,0.017375,0,0
-99.157583427025,4070,0.017625,0,0
-99.157583427025,4071,0.017875,0,0
-99.15758342759,4072,0.018125,0,0
-99.157583427025,4073,0.018375,0,0
-99.157583427025,4074,0.018625,0,0
-99.157583427025,4075,0.018875,0,0
-99.157583427025,4076,0.019125,0,0
-99.157583427025,4077,0.019375,0,0
-99.157583427025,4078,0.019625,0,0
-99.157583427025,4079,0.019875,0,0
-99.157583427025,4080,0.020125,0,0
-99.15758342759,4081,0.020375,0,0
-99.157583426461,4082,0.020625,0,0
-99.15758342759,4083,0.020875,0,0
-99.157583427025,4084,0.021125,0,0
-99.157583427025,4085,0.021375,0,0
-99.15758342759,4086,0.021625,0,0
-99.157583427025,4087,0.021875,0,0
-99.157583427025,4088,0.022125,0,0
-99.157583427025,4089,0.022375,0,0
-99.157583427025,4090,0.022625,0,0
-99.157583427025,4091,0.022875,0,0
-99.15758342759,4092,0.023125,0,0
-99.157583427025,4093,0.023375,0,0
-99.157583427025,4094,0.023625,0,0
-99.15758342759,4095,0.023875,0,0
-99.157583426461,4096,0.024125,0,0
-99.15758342759,4097,0.024375,0,0
-99.157583426461,4098,0.024625,0,0
-99.15758342759,4099,0.024875,0,0
-99.157583427025,4100,0.025125,0,0
-99.157583427025,4101,0.025375,0,0
-99.157583426461,4102,0.025625,0,0
-99.15758342759,4103,0.025875,0,0
-99.157583427025,4104,0.026125,0,0
-99.157583427025,4105,0.026375,0,0
-99.15758342759,4106,0.026625,0,0
-99.157583427025,4107,0.026875,0,0
-99.157583427025,4108,0.027125,0,0
-99.157583427025,4109,0.027375,0,0
-99.157583427025,4110,0.027625,0,0
-99.157583427025,4111,0.027875,0,0
-99.15758342759,4112,0.028125,0,0
-99.157583427025,4113,0.028375,0,0
-99.15758342759,4114,0.028625,0,0
-99.157583426461,4115,0.028875,0,0
-99.157583427025,4116,0.029125,0,0
-99.157583427025,4117,0.029375,0,0
-99.157583427025,4118,0.029625,0,0
-99.157583427025,4119,0.029875,0,0
-99.15758342759,4120,0.030125,0,0
-99.157583426461,4121,0.030375,0,0
-99.157583426461,4122,0.030625,0,0
-99.15758342759,4123,0.030875,0,0
-99.157583427025,4124,0.031125,0,0
-99.157583427025,4125,0.031375,0,0
-99.15758342759,4126,0.031625,0,0
-99.157583427025,4127,0.031875,0,0
-99.15758342759,4128,0.032125,0,0
-99.157583426461,4129,0.032375,0,0
-99.157583427025,4130,0.032625,0,0
-99.15758342759,4131,0.032875,0,0
-99.157583427025,4132,0.033125,0,0
-99.157583427025,4133,0.033375,0,0
-99.15758342759,4134,0.033625,0,0
-99.157583426461,4135,0.033875,0,0
-99.157583427025,4136,0.034125,0,0
-99.157583428154,4137,0.034375,0,0
-99.157583426461,4138,0.034625,0,0
-99.157583427025,4139,0.034875,0,0
-99.157583426461,4140,0.035125,0,0
-99.157583427025,4141,0.035375,0,0
-99.157583427025,4142,0.035625,0,0
-99.157583427025,4143,0.035875,0,0
-99.157583426461,4144,0.036125,0,0
-99.15758342759,4145,0.036375,0,0
-99.157583427025,4146,0.036625,0,0
-99.157583427025,4147,0.036875,0,0
-99.15758342759,4148,0.037125,0,0
-99.157583426461,4149,0.037375,0,0
-99.157583427025,4150,0.037625,0,0
-99.15758342759,4151,0.037875,0,0
-99.157583427025,4152,0.038125,0,0
-99.157583427025,4153,0.038375,0,0
-99.15758342759,4154,0.038625,0,0
-99.157583426461,4155,0.038875,0,0
-99.15758342759,4156,0.039125,0,0
-99.157583427025,4157,0.039375,0,0
-99.157583427025,4158,0.039625,0,0
-99.15758342759,4159,0.039875,0,0
-99.157583427025,4160,0.040125,0,0
-99.157583427025,4161,0.040375,0,0
-99.157583427025,4162,0.040625,0,0
-99.157583426461,4163,0.040875,0,0
-99.15758342759,4164,0.041125,0,0
-99.157583427025,4165,0.041375,0,0
-99.157583427025,4166,0.041625,0,0
-99.157583427025,4167,0.041875,0,0
-99.15758342759,4168,0.042125,0,0
-99.157583426461,4169,0.042375,0,0
-99.15758342759,4170,0.042625,0,0
-99.157583427025,4171,0.042875,0,0
-99.157583427025,4172,0.043125,0,0
-99.15758342759,4173,0.043375,0,0
-99.157583427025,4174,0.043625,0,0
-99.157583427025,4175,0.043875,0,0
-99.157583427025,4176,0.044125,0,0
-99.157583427025,4177,0.044375,0,0
-99.157583427025,4178,0.044625,0,0
-99.15758342759,4179,0.044875,0,0
-99.157583427025,4180,0.045125,0,0
-99.157583427025,4181,0.045375,0,0
-99.157583427025,4182,0.045625,0,0
-99.157583427025,4183,0.045875,0,0
-99.15758342759,4184,0.046125,0,0
-99.157583427025,4185,0.046375,0,0
-99.157583427025,4186,0.046625,0,0
-99.157583427025,4187,0.046875,0,0
-99.157583427025,4188,0.047125,0,0
-99.157583426461,4189,0.047375,0,0
-99.15758342759,4190,0.047625,0,0
-99.157583426461,4191,0.047875,0,0
-99.15758342759,4192,0.048125,0,0
-99.15758342759,4193,0.048375,0,0
-99.157583427025,4194,0.048625,0,0
-99.157583427025,4195,0.048875,0,0
-99.157583427025,4196,0.049125,0,0
-99.157583427025,4197,0.049375,0,0
-99.157583427025,4198,0.049625,0,0
-99.15758342759,4199,0.049875,0,0
-99.157583427025,4200,0.050125,0,0
-99.15758342759,4201,0.050375,0,0
-99.157583426461,4202,0.050625,0,0
-99.15758342759,4203,0.050875,0,0
-99.15758342759,4204,0.051125,0,0
-99.157583427025,4205,0.051375,0,0
-99.157583427025,4206,0.051625,0,0
-99.15758342759,4207,0.051875,0,0
-99.157583426461,4208,0.052125,0,0
-99.157583427025,4209,0.052375,0,0
-99.157583427025,4210,0.052625,0,0
-99.157583427025,4211,0.052875,0,0
-99.157583427025,4212,0.053125,0,0
-99.15758342759,4213,0.053375,0,0
-99.157583427025,4214,0.053625,0,0
-99.15758342759,4215,0.053875,0,0
-99.157583426461,4216,0.054125,0,0
-99.157583427025,4217,0.054375,0,0
-99.15758342759,4218,0.054625,0,0
-99.157583427025,4219,0.054875,0,0
-99.157583427025,4220,0.055125,0,0
-99.15758342759,4221,0.055375,0,0
-99.157583427025,4222,0.055625,0,0
-99.157583426461,4223,0.055875,0,0
-99.15758342759,4224,0.056125,0,0
-99.157583427025,4225,0.056375,0,0
-99.157583427025,4226,0.056625,0,0
-99.15758342759,4227,0.056875,0,0
-99.157583427025,4228,0.057125,0,0
-99.15758342759,4229,0.057375,0,0
-99.157583425897,4230,0.057625,0,0
-99.15758342759,4231,0.057875,0,0
-99.157583427025,4232,0.058125,0,0
-99.157583427025,4233,0.058375,0,0
-99.157583426461,4234,0.058625,0,0
-99.157583428154,4235,0.058875,0,0
-99.157583426461,4236,0.059125,0,0
-99.157583427025,4237,0.059375,0,0
-99.15758342759,4238,0.059625,0,0
-99.157583427025,4239,0.059875,0,0
-99.157583427025,4240,0.060125,0,0
-99.15758342759,4241,0.060375,0,0
-99.157583427025,4242,0.060625,0,0
-99.157583427025,4243,0.060875,0,0
-99.157583427025,4244,0.061125,0,0
-99.157583427025,4245,0.061375,0,0
-99.15758342759,4246,0.061625,0,0
-99.157583427025,4247,0.061875,0,0
-99.157583427025,4248,0.062125,0,0
-99.15758342759,4249,0.062375,0,0
-99.157583425332,4250,0.062625,0,0
-99.157583428154,4251,0.062875,0,0
-99.157583427025,4252,0.063125,0,0
-99.157583428154,4253,0.063375,0,0
-99.157583425897,4254,0.063625,0,0
-99.15758342759,4255,0.063875,0,0
-99.157583426461,4256,0.064125,0,0
-99.15758342759,4257,0.064375,0,0
-99.157583427025,4258,0.064625,0,0
-99.157583427025,4259,0.064875,0,0
-99.15758342759,4260,0.065125,0,0
-99.157583427025,4261,0.065375,0,0
-99.157583427025,4262,0.065625,0,0
-99.157583427025,4263,0.065875,0,0
-99.157583427025,4264,0.066125,0,0
-99.157583427025,4265,0.066375,0,0
-99.15758342759,4266,0.066625,0,0
-99.157583427025,4267,0.066875,0,0
-99.157583427025,4268,0.067125,0,0
-99.15758342759,4269,0.067375,0,0
-99.157583426461,4270,0.067625,0,0
-99.157583427025,4271,0.067875,0,0
-99.15758342759,4272,0.068125,0,0
-99.157583427025,4273,0.068375,0,0
-99.157583427025,4274,0.068625,0,0
-99.157583427025,4275,0.068875,0,0
-99.157583427025,4276,0.069125,0,0
-99.157583427025,4277,0.069375,0,0
-99.157583427025,4278,0.069625,0,0
-99.157583427025,4279,0.069875,0,0
-99.157583427025,4280,0.070125,0,0
-99.15758342759,4281,0.070375,0,0
-99.157583427025,4282,0.070625,0,0
-99.157583427025,4283,0.070875,0,0
-99.157583427025,4284,0.071125,0,0
-99.157583427025,4285,0.071375,0,0
-99.15758342759,4286,0.071625,0,0
-99.157583427025,4287,0.071875,0,0
-99.15758342759,4288,0.072125,0,0
-99.157583427025,4289,0.072375,0,0
-99.157583426461,4290,0.072625,0,0
-99.15758342759,4291,0.072875,0,0
-99.157583427025,4292,0.073125,0,0
-99.157583427025,4293,0.073375,0,0
-99.15758342759,4294,0.073625,0,0
-99.157583427025,4295,0.073875,0,0
-99.157583426461,4296,0.074125,0,0
-99.157583427025,4297,0.074375,0,0
-99.157583427025,4298,0.074625,0,0
-99.157583427025,4299,0.074875,0,0
-99.157583427025,4300,0.075125,0,0
-99.15758342759,4301,0.075375,0,0
-99.15758342759,4302,0.075625,0,0
-99.157583426461,4303,0.075875,0,0
-99.157583427025,4304,0.076125,0,0
-99.15758342759,4305,0.076375,0,0
-99.157583427025,4306,0.076625,0,0
-99.157583427025,4307,0.076875,0,0
-99.15758342759,4308,0.077125,0,0
-99.157583427025,4309,0.077375,0,0
-99.157583426461,4310,0.077625,0,0
-99.15758342759,4311,0.077875,0,0
-99.157583427025,4312,0.078125,0,0
-99.157583427025,4313,0.078375,0,0
-99.15758342759,4314,0.078625,0,0
-99.157583427025,4315,0.078875,0,0
-99.157583427025,4316,0.079125,0,0
-99.157583426461,4317,0.079375,0,0
-99.157583427025,4318,0.079625,0,0
-99.15758342759,4319,0.079875,0,0
-99.157583427025,4320,0.080125,0,0
-99.157583427025,4321,0.080375,0,0
-99.15758342759,4322,0.080625,0,0
-99.157583427025,4323,0.080875,0,0
-99.157583426461,4324,0.081125,0,0
-99.15758342759,4325,0.081375,0,0
-99.157583427025,4326,0.081625,0,0
-99.157583427025,4327,0.081875,0,0
-99.15758342759,4328,0.082125,0,0
-99.157583427025,4329,0.082375,0,0
-99.157583426461,4330,0.082625,0,0
-99.15758342759,4331,0.082875,0,0
-99.157583427025,4332,0.083125,0,0
-99.15758342759,4333,0.083375,0,0
-99.157583427025,4334,0.083625,0,0
-99.157583427025,4335,0.083875,0,0
-99.15758342759,4336,0.084125,0,0
-99.157583426461,4337,0.084375,0,0
-99.157583426461,4338,0.084625,0,0
-99.15758342759,4339,0.084875,0,0
-99.157583427025,4340,0.085125,0,0
-99.157583427025,4341,0.085375,0,0
-99.157583427025,4342,0.085625,0,0
-99.157583428154,4343,0.085875,0,0
-99.157583426461,4344,0.086125,0,0
-99.15758342759,4345,0.086375,0,0
-99.157583427025,4346,0.086625,0,0
-99.15758342759,4347,0.086875,0,0
-99.157583427025,4348,0.087125,0,0
-99.157583427025,4349,0.087375,0,0
-99.15758342759,4350,0.087625,0,0
-99.157583425332,4351,0.087875,0,0
-99.157583428154,4352,0.088125,0,0
-99.157583428719,4353,0.088375,0,0
-99.157583425897,4354,0.088625,0,0
-99.157583427025,4355,0.088875,0,0
-99.15758342759,4356,0.089125,0,0
-99.157583427025,4357,0.089375,0,0
-99.157583426461,4358,0.089625,0,0
-99.157583427025,4359,0.089875,0,0
-99.15758342759,4360,0.090125,0,0
-99.157583426461,4361,0.090375,0,0
-99.15758342759,4362,0.090625,0,0
-99.157583428154,4363,0.090875,0,0
-99.157583425897,4364,0.091125,0,0
-99.157583427025,4365,0.091375,0,0
-99.157583427025,4366,0.091625,0,0
-99.15758342759,4367,0.091875,0,0
-99.157583427025,4368,0.092125,0,0
-99.157583425897,4369,0.092375,0,0
-99.157583428719,4370,0.092625,0,0
-99.157583426461,4371,0.092875,0,0
-99.157583427025,4372,0.093125,0,0
-99.15758342759,4373,0.093375,0,0
-99.157583427025,4374,0.093625,0,0
-99.157583427025,4375,0.093875,0,0
-99.157583426461,4376,0.094125,0,0
-99.157583428154,4377,0.094375,0,0
-99.15758342759,4378,0.094625,0,0
-99.157583426461,4379,0.094875,0,0
-99.157583427025,4380,0.095125,0,0
-99.15758342759,4381,0.095375,0,0
-99.157583426461,4382,0.095625,0,0
-99.157583427025,4383,0.095875,0,0
-99.15758342759,4384,0.096125,0,0
-99.157583426461,4385,0.096375,0,0
-99.157583427025,4386,0.096625,0,0
-99.15758342759,4387,0.096875,0,0
-99.157583427025,4388,0.097125,0,0
-99.157583427025,4389,0.097375,0,0
-99.15758342759,4390,0.097625,0,0
-99.157583426461,4391,0.097875,0,0
-99.15758342759,4392,0.098125,0,0
-99.157583427025,4393,0.098375,0,0
-99.157583427025,4394,0.098625,0,0
-99.15758342759,4395,0.098875,0,0
-99.157583427025,4396,0.099125,0,0
-99.157583427025,4397,0.099375,0,0
-99.157583427025,4398,0.099625,0,0
-99.157583427025,4399,0.099875,0,0
-99.157583427025,4400,0.100125,0,0
-99.157583427025,4401,0.100375,0,0
-99.15758342759,4402,0.100625,0,0
-99.157583426461,4403,0.100875,0,0
-99.15758342759,4404,0.101125,0,0
-99.157583425897,4405,0.101375,0,0
-99.157583428154,4406,0.101625,0,0
-99.157583427025,4407,0.101875,0,0
-99.157583427025,4408,0.102125,0,0
-99.15758342759,4409,0.102375,0,0
-99.157583427025,4410,0.102625,0,0
-99.157583426461,4411,0.102875,0,0
-99.15758342759,4412,0.103125,0,0
-99.157583427025,4413,0.103375,0,0
-99.157583427025,4414,0.103625,0,0
-99.15758342759,4415,0.103875,0,0
-99.157583427025,4416,0.104125,0,0
-99.157583427025,4417,0.104375,0,0
-99.157583425897,4418,0.104625,0,0
-99.157583428154,4419,0.104875,0,0
-99.15758342759,4420,0.105125,0,0
-99.15758342759,4421,0.105375,0,0
-99.157583426461,4422,0.105625,0,0
-99.15758342759,4423,0.105875,0,0
-99.157583426461,4424,0.106125,0,0
-99.157583427025,4425,0.106375,0,0
