time,cp_0,cp_1,psi_0,psi_1,psi_e_0,psi_e_1,psi_e_left,psi_e_right,rho_e_0,rho_e_1,rho_e_left,rho_e_right
0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
1,0.31241622591409,0.33881715170361,-0.11089853236508,-0.080347673084714,-0.11089853236508,-0.080347673084949,0,-0.08548220833248,1.507021480111,1.5077705437521,1.6842757012478,1.4999999999699
2,0.32060510276426,0.33002657492052,-0.1105594447396,-0.048275398782923,-0.1105594447396,-0.04827539878315,0,-0.053249486736607,1.5072613062081,1.5075286423312,1.6839705896529,1.4999999999699
3,0.32899492320521,0.32146646821292,-0.11034982509696,-0.016388380084366,-0.11034982509696,-0.016388380084586,0,-0.021201454424726,1.5074999752895,1.507285926299,1.683883610878,1.4999999999699
4,0.33757121386629,0.31309606318848,-0.11025335143467,0.015385617384938,-0.11025335143467,0.015385617384725,0,0.010734752865339,1.507736899435,1.507041446779,1.6839865104208,1.4999999999699
5,0.34634235333798,0.30490657877507,-0.11026982421641,0.046995750018729,-0.11026982421641,0.046995750018524,0,0.042508357890456,1.5079721536744,1.5067951046429,1.6842790743394,1.4999999999699
6,0.3553159085899,0.29689068861572,-0.11039923681484,0.078386688077446,-0.11039923681484,0.078386688077249,0,0.074064079416251,1.5082057773318,1.5065468277389,1.684761447899,1.4999999999699
7,0.36449968787349,0.28904143052632,-0.11064171054084,0.10950222354154,-0.11064171054084,0.10950222354135,0,0.10534575988353,1.5084378043313,1.5062965410253,1.6854340598654,1.4999999999699
8,0.37390179223555,0.28135214260478,-0.11099750842122,0.14028503011609,-0.11099750842122,0.14028503011591,0,0.13629612639049,1.5086682643745,1.5060441651019,1.6862976481323,1.4999999999699
9,0.3835306265373,0.27381644242364,-0.11146703861309,0.17067627606878,-0.11146703861309,0.1706762760686,0,0.1668564037333,1.5088971829661,1.5057896159095,1.6873532670408,1.4999999999699
10,0.39339490816551,0.26642820930434,-0.1120508310659,0.20061524777603,-0.1120508310659,0.20061524777586,0,0.19696593813529,1.5091245813706,1.5055328044593,1.6886022496985,1.4999999999699
11,0.40350367473275,0.25918156788867,-0.11274955269698,0.23003892046403,-0.11274955269698,0.23003892046387,0,0.22656176818467,1.5093504765428,1.5052736365428,1.6900462362023,1.4999999999699
