id,rho_ODE,x,y,z
556,-2.4268798938465e-05,-1.72175,0,0
557,-2.4268798895832e-05,-1.72125,0,0
558,-2.4268798895832e-05,-1.72075,0,0
559,-2.4268798981097e-05,-1.72025,0,0
560,-2.4268798981097e-05,-1.71975,0,0
561,-2.4268798938465e-05,-1.71925,0,0
562,-2.4268798981097e-05,-1.71875,0,0
563,-2.4268798981097e-05,-1.71825,0,0
564,-2.4268798938465e-05,-1.71775,0,0
565,-2.4268798938465e-05,-1.71725,0,0
566,-2.4268798938465e-05,-1.71675,0,0
567,-2.4268798981097e-05,-1.71625,0,0
568,-2.4268798938465e-05,-1.71575,0,0
569,-2.4268798938465e-05,-1.71525,0,0
570,-2.4268798895832e-05,-1.71475,0,0
571,-2.4268798938465e-05,-1.71425,0,0
572,-2.4268798938465e-05,-1.71375,0,0
573,-2.4268798938465e-05,-1.71325,0,0
574,-2.4268798938465e-05,-1.71275,0,0
575,-2.4268798981097e-05,-1.71225,0,0
576,-2.4268798938465e-05,-1.71175,0,0
577,-2.4268798981097e-05,-1.71125,0,0
