cm_ODE,id,x,y,z
-4708527.4950634,4000,0.000125,0,0
1564916.1189593,4001,0.000375,0,0
-267094.14866816,4002,0.000625,0,0
53714.272280603,4003,0.000875,0,0
-10620.37028068,4004,0.001125,0,0
1970.5429240837,4005,0.001375,0,0
-505.63887792527,4006,0.001625,0,0
-19.126488562556,4007,0.001875,0,0
-114.73282338033,4008,0.002125,0,0
-95.945563505256,4009,0.002375,0,0
-99.637407652539,4010,0.002625,0,0
-98.911932307972,4011,0.002875,0,0
-99.05449375024,4012,0.003125,0,0
-99.02647933878,4013,0.003375,0,0
-99.031984383897,4014,0.003625,0,0
-99.030902602209,4015,0.003875,0,0
-99.031115179406,4016,0.004125,0,0
-99.031073407943,4017,0.004375,0,0
-99.031081615833,4018,0.004625,0,0
-99.031080002813,4019,0.004875,0,0
-99.03108031887,4020,0.005125,0,0
-99.031080255659,4021,0.005375,0,0
-99.031080271462,4022,0.005625,0,0
-99.031080266382,4023,0.005875,0,0
-99.031080266947,4024,0.006125,0,0
-99.031080268075,4025,0.006375,0,0
-99.031080267511,4026,0.006625,0,0
-99.031080268075,4027,0.006875,0,0
-99.031080266947,4028,0.007125,0,0
-99.031080266947,4029,0.007375,0,0
-99.031080267511,4030,0.007625,0,0
-99.031080266947,4031,0.007875,0,0
-99.031080268075,4032,0.008125,0,0
-99.031080266947,4033,0.008375,0,0
-99.031080268075,4034,0.008625,0,0
-99.031080267511,4035,0.008875,0,0
-99.031080268075,4036,0.009125,0,0
-99.031080266947,4037,0.009375,0,0
-99.031080268075,4038,0.009625,0,0
-99.031080266947,4039,0.009875,0,0
-99.031080267511,4040,0.010125,0,0
-99.031080267511,4041,0.010375,0,0
-99.031080266947,4042,0.010625,0,0
-99.031080268075,4043,0.010875,0,0
-99.031080267511,4044,0.011125,0,0
-99.031080267511,4045,0.011375,0,0
-99.031080267511,4046,0.011625,0,0
-99.031080266947,4047,0.011875,0,0
-99.031080267511,4048,0.012125,0,0
-99.031080267511,4049,0.012375,0,0
-99.031080267511,4050,0.012625,0,0
-99.031080268075,4051,0.012875,0,0
-99.031080266947,4052,0.013125,0,0
-99.031080267511,4053,0.013375,0,0
-99.031080266947,4054,0.013625,0,0
-99.031080267511,4055,0.013875,0,0
-99.031080268075,4056,0.014125,0,0
-99.031080266947,4057,0.014375,0,0
-99.031080267511,4058,0.014625,0,0
-99.031080266947,4059,0.014875,0,0
-99.031080268075,4060,0.015125,0,0
-99.031080267511,4061,0.015375,0,0
-99.031080266947,4062,0.015625,0,0
-99.031080267511,4063,0.015875,0,0
-99.031080267511,4064,0.016125,0,0
-99.031080267511,4065,0.016375,0,0
-99.031080267511,4066,0.016625,0,0
-99.031080267511,4067,0.016875,0,0
-99.031080267511,4068,0.017125,0,0
-99.031080267511,4069,0.017375,0,0
-99.031080266947,4070,0.017625,0,0
-99.031080267511,4071,0.017875,0,0
-99.031080267511,4072,0.018125,0,0
-99.031080268075,4073,0.018375,0,0
-99.031080266947,4074,0.018625,0,0
-99.031080268075,4075,0.018875,0,0
-99.031080266947,4076,0.019125,0,0
-99.031080267511,4077,0.019375,0,0
-99.031080266947,4078,0.019625,0,0
-99.031080268075,4079,0.019875,0,0
-99.031080267511,4080,0.020125,0,0
-99.031080267511,4081,0.020375,0,0
-99.031080267511,4082,0.020625,0,0
-99.031080266947,4083,0.020875,0,0
-99.031080268075,4084,0.021125,0,0
-99.031080267511,4085,0.021375,0,0
-99.031080267511,4086,0.021625,0,0
-99.031080267511,4087,0.021875,0,0
-99.031080267511,4088,0.022125,0,0
-99.031080267511,4089,0.022375,0,0
-99.031080267511,4090,0.022625,0,0
-99.031080267511,4091,0.022875,0,0
-99.031080268075,4092,0.023125,0,0
-99.031080266382,4093,0.023375,0,0
-99.031080268075,4094,0.023625,0,0
-99.031080266947,4095,0.023875,0,0
-99.031080267511,4096,0.024125,0,0
-99.031080268075,4097,0.024375,0,0
-99.031080266947,4098,0.024625,0,0
-99.031080268075,4099,0.024875,0,0
-99.031080266382,4100,0.025125,0,0
-99.031080267511,4101,0.025375,0,0
-99.031080266947,4102,0.025625,0,0
-99.031080268075,4103,0.025875,0,0
-99.031080267511,4104,0.026125,0,0
-99.031080267511,4105,0.026375,0,0
-99.031080267511,4106,0.026625,0,0
-99.031080267511,4107,0.026875,0,0
-99.031080266947,4108,0.027125,0,0
-99.031080267511,4109,0.027375,0,0
-99.031080267511,4110,0.027625,0,0
-99.031080267511,4111,0.027875,0,0
-99.031080267511,4112,0.028125,0,0
-99.031080267511,4113,0.028375,0,0
-99.031080268075,4114,0.028625,0,0
-99.031080266947,4115,0.028875,0,0
-99.031080267511,4116,0.029125,0,0
-99.031080267511,4117,0.029375,0,0
-99.031080268075,4118,0.029625,0,0
-99.031080266947,4119,0.029875,0,0
-99.031080268075,4120,0.030125,0,0
-99.031080267511,4121,0.030375,0,0
-99.031080266947,4122,0.030625,0,0
-99.031080268075,4123,0.030875,0,0
-99.031080266382,4124,0.031125,0,0
-99.031080268075,4125,0.031375,0,0
-99.031080267511,4126,0.031625,0,0
-99.031080267511,4127,0.031875,0,0
-99.031080267511,4128,0.032125,0,0
-99.031080267511,4129,0.032375,0,0
-99.031080267511,4130,0.032625,0,0
-99.031080266947,4131,0.032875,0,0
-99.031080267511,4132,0.033125,0,0
-99.031080268075,4133,0.033375,0,0
-99.031080266947,4134,0.033625,0,0
-99.031080267511,4135,0.033875,0,0
-99.031080267511,4136,0.034125,0,0
-99.031080267511,4137,0.034375,0,0
-99.031080269204,4138,0.034625,0,0
-99.031080265253,4139,0.034875,0,0
-99.031080268075,4140,0.035125,0,0
-99.031080266947,4141,0.035375,0,0
-99.031080268075,4142,0.035625,0,0
-99.031080267511,4143,0.035875,0,0
-99.031080267511,4144,0.036125,0,0
-99.031080267511,4145,0.036375,0,0
-99.031080266947,4146,0.036625,0,0
-99.031080267511,4147,0.036875,0,0
-99.031080266947,4148,0.037125,0,0
-99.031080268075,4149,0.037375,0,0
-99.031080267511,4150,0.037625,0,0
-99.031080267511,4151,0.037875,0,0
-99.031080267511,4152,0.038125,0,0
-99.031080267511,4153,0.038375,0,0
-99.031080266947,4154,0.038625,0,0
-99.031080268075,4155,0.038875,0,0
-99.031080266947,4156,0.039125,0,0
-99.031080268075,4157,0.039375,0,0
-99.031080266947,4158,0.039625,0,0
-99.031080268075,4159,0.039875,0,0
-99.031080266947,4160,0.040125,0,0
