cm_ODE,id,x,y,z
-2799.9314173337,4000,0.000125,0,0
785.16791868615,4001,0.000375,0,0
-123.0776638153,4002,0.000625,0,0
22.803647588364,4003,0.000875,0,0
-4.1533330531274,4004,0.001125,0,0
0.72071163890811,4005,0.001375,0,0
-0.16412927429116,4006,0.001625,0,0
-0.0036113725483489,4007,0.001875,0,0
-0.032734592303865,4008,0.002125,0,0
-0.027450810858367,4009,0.002375,0,0
-0.028409443473347,4010,0.002625,0,0
-0.028235519594753,4011,0.002875,0,0
-0.028267074456686,4012,0.003125,0,0
-0.028261349485293,4013,0.003375,0,0
-0.028262388161178,4014,0.003625,0,0
-0.028262199716142,4015,0.003875,0,0
-0.028262233904761,4016,0.004125,0,0
-0.028262227702592,4017,0.004375,0,0
-0.028262228827505,4018,0.004625,0,0
-0.028262228623811,4019,0.004875,0,0
-0.028262228659358,4020,0.005125,0,0
-0.02826222865411,4021,0.005375,0,0
-0.028262228654837,4022,0.005625,0,0
-0.028262228654809,4023,0.005875,0,0
-0.028262228654809,4024,0.006125,0,0
-0.028262228654809,4025,0.006375,0,0
-0.028262228654488,4026,0.006625,0,0
-0.028262228654138,4027,0.006875,0,0
-0.028262228655159,4028,0.007125,0,0
-0.028262228654809,4029,0.007375,0,0
-0.028262228654809,4030,0.007625,0,0
-0.028262228654809,4031,0.007875,0,0
-0.028262228654459,4032,0.008125,0,0
-0.028262228654837,4033,0.008375,0,0
-0.028262228654809,4034,0.008625,0,0
-0.028262228654488,4035,0.008875,0,0
-0.028262228655131,4036,0.009125,0,0
-0.028262228654488,4037,0.009375,0,0
-0.028262228654488,4038,0.009625,0,0
-0.028262228654809,4039,0.009875,0,0
-0.028262228655159,4040,0.010125,0,0
-0.028262228654459,4041,0.010375,0,0
-0.028262228654809,4042,0.010625,0,0
-0.028262228654488,4043,0.010875,0,0
-0.028262228654809,4044,0.011125,0,0
-0.028262228654488,4045,0.011375,0,0
-0.028262228654809,4046,0.011625,0,0
-0.028262228654809,4047,0.011875,0,0
-0.028262228654809,4048,0.012125,0,0
-0.028262228654488,4049,0.012375,0,0
-0.028262228654488,4050,0.012625,0,0
-0.028262228654809,4051,0.012875,0,0
-0.028262228654809,4052,0.013125,0,0
-0.028262228654809,4053,0.013375,0,0
-0.028262228654138,4054,0.013625,0,0
-0.028262228655187,4055,0.013875,0,0
-0.028262228654459,4056,0.014125,0,0
-0.028262228654809,4057,0.014375,0,0
-0.028262228654809,4058,0.014625,0,0
-0.028262228654809,4059,0.014875,0,0
-0.028262228654488,4060,0.015125,0,0
-0.028262228654809,4061,0.015375,0,0
-0.028262228654809,4062,0.015625,0,0
-0.028262228654809,4063,0.015875,0,0
-0.028262228654809,4064,0.016125,0,0
-0.028262228654166,4065,0.016375,0,0
-0.028262228655159,4066,0.016625,0,0
-0.028262228654138,4067,0.016875,0,0
-0.028262228654809,4068,0.017125,0,0
-0.028262228654809,4069,0.017375,0,0
-0.028262228654809,4070,0.017625,0,0
-0.028262228654809,4071,0.017875,0,0
-0.028262228654809,4072,0.018125,0,0
-0.028262228654809,4073,0.018375,0,0
-0.028262228654488,4074,0.018625,0,0
-0.028262228654809,4075,0.018875,0,0
-0.028262228654488,4076,0.019125,0,0
-0.028262228654809,4077,0.019375,0,0
-0.028262228654809,4078,0.019625,0,0
-0.028262228654809,4079,0.019875,0,0
-0.028262228654809,4080,0.020125,0,0
-0.028262228654488,4081,0.020375,0,0
-0.028262228654809,4082,0.020625,0,0
-0.028262228654809,4083,0.020875,0,0
-0.028262228654488,4084,0.021125,0,0
-0.028262228654488,4085,0.021375,0,0
-0.028262228654809,4086,0.021625,0,0
-0.028262228654488,4087,0.021875,0,0
-0.028262228654809,4088,0.022125,0,0
-0.028262228654809,4089,0.022375,0,0
-0.028262228654809,4090,0.022625,0,0
-0.028262228654809,4091,0.022875,0,0
-0.028262228654488,4092,0.023125,0,0
