grad_psi,id,x,y,z
7232.7618031654,4000,0.000125,0,0
-2170.4478254973,4001,0.000375,0,0
333.84681454915,4002,0.000625,0,0
-62.033360519063,4003,0.000875,0,0
11.295851907112,4004,0.001125,0,0
-1.9567463120493,4005,0.001375,0,0
0.44934320946322,4006,0.001625,0,0
0.012863867998931,4007,0.001875,0,0
0.092055767774582,4008,0.002125,0,0
0.077688108827715,4009,0.002375,0,0
0.08029482294387,4010,0.002625,0,0
0.079821889087725,4011,0.002875,0,0
0.079907693073437,4012,0.003125,0,0
0.079892125731021,4013,0.003375,0,0
0.079894950096786,4014,0.003625,0,0
0.079894437680196,4015,0.003875,0,0
0.079894530643287,4016,0.004125,0,0
0.079894513777617,4017,0.004375,0,0
0.079894516841705,4018,0.004625,0,0
0.079894516281456,4019,0.004875,0,0
0.07989451638241,4020,0.005125,0,0
0.079894516368768,4021,0.005375,0,0
0.079894516367858,4022,0.005625,0,0
0.079894516368768,4023,0.005875,0,0
0.079894516369677,4024,0.006125,0,0
0.079894516367858,4025,0.006375,0,0
0.079894516368768,4026,0.006625,0,0
0.079894516368768,4027,0.006875,0,0
0.079894516368768,4028,0.007125,0,0
0.079894516368768,4029,0.007375,0,0
0.079894516369677,4030,0.007625,0,0
0.079894516366949,4031,0.007875,0,0
0.079894516369677,4032,0.008125,0,0
0.079894516368768,4033,0.008375,0,0
0.079894516368768,4034,0.008625,0,0
0.079894516368768,4035,0.008875,0,0
0.079894516368768,4036,0.009125,0,0
0.079894516369677,4037,0.009375,0,0
0.079894516369677,4038,0.009625,0,0
0.079894516366949,4039,0.009875,0,0
0.079894516368768,4040,0.010125,0,0
0.079894516369677,4041,0.010375,0,0
0.079894516368768,4042,0.010625,0,0
0.079894516369677,4043,0.010875,0,0
0.079894516366039,4044,0.011125,0,0
0.079894516371496,4045,0.011375,0,0
0.079894516366949,4046,0.011625,0,0
0.079894516368768,4047,0.011875,0,0
0.079894516367858,4048,0.012125,0,0
0.079894516370587,4049,0.012375,0,0
0.079894516368768,4050,0.012625,0,0
0.079894516368768,4051,0.012875,0,0
0.079894516368768,4052,0.013125,0,0
0.079894516367858,4053,0.013375,0,0
0.079894516369677,4054,0.013625,0,0
0.079894516368768,4055,0.013875,0,0
0.079894516370587,4056,0.014125,0,0
0.079894516366949,4057,0.014375,0,0
0.079894516367858,4058,0.014625,0,0
0.079894516367858,4059,0.014875,0,0
0.079894516369677,4060,0.015125,0,0
0.079894516368768,4061,0.015375,0,0
