ci_ODE,id,x,y,z
3.0383983565672e-07,0,-1.99975,0,0
9.1151890774249e-07,1,-1.99925,0,0
1.5191973809065e-06,2,-1.99875,0,0
2.1268770535968e-06,3,-1.99825,0,0
2.7345561279772e-06,4,-1.99775,0,0
3.3422352037345e-06,5,-1.99725,0,0
3.9499142811744e-06,6,-1.99675,0,0
4.5575939599838e-06,7,-1.99625,0,0
5.1652736410878e-06,8,-1.99575,0,0
5.7729515266505e-06,9,-1.99525,0,0
6.3806312132617e-06,10,-1.99475,0,0
6.9883103037048e-06,11,-1.99425,0,0
7.595989997047e-06,12,-1.99375,0,0
8.2036684954523e-06,13,-1.99325,0,0
8.8113481967494e-06,14,-1.99275,0,0
9.4190279024828e-06,15,-1.99225,0,0
1.0026705814817e-05,16,-1.99175,0,0
1.0634385530341e-05,17,-1.99125,0,0
1.1242064651838e-05,18,-1.99075,0,0
1.1849743778996e-05,19,-1.99025,0,0
1.24574235115e-05,20,-1.98975,0,0
1.3065102051516e-05,21,-1.98925,0,0
1.367278179687e-05,22,-1.98875,0,0
1.4280460350347e-05,23,-1.98825,0,0
1.4888139510395e-05,24,-1.98775,0,0
1.5495818677939e-05,25,-1.98725,0,0
1.6103497853285e-05,26,-1.98675,0,0
1.6711177036738e-05,27,-1.98625,0,0
1.7318855629225e-05,28,-1.98575,0,0
1.7926535429192e-05,29,-1.98525,0,0
1.8534214638805e-05,30,-1.98475,0,0
1.9141893258369e-05,31,-1.98425,0,0
1.974957188757e-05,32,-1.98375,0,0
2.0357251725476e-05,33,-1.98325,0,0
2.096493037487e-05,34,-1.98275,0,0
2.157260903482e-05,35,-1.98225,0,0
2.2180289503773e-05,36,-1.98175,0,0
2.2787968185751e-05,37,-1.98125,0,0
2.3395646279822e-05,38,-1.98075,0,0
2.4003326183815e-05,39,-1.98025,0,0
2.4611004901131e-05,40,-1.97975,0,0
2.52186848296e-05,41,-1.97925,0,0
2.5826364171385e-05,42,-1.97875,0,0
