cn_ODE,id,x,y,z
-1.2395529047637e-08,4000,0.000125,0,0
1.3383162633662e-08,4001,0.000375,0,0
1.6705676989318e-08,4002,0.000625,0,0
1.6623848958096e-08,4003,0.000875,0,0
1.6669990721297e-08,4004,0.001125,0,0
1.6648248002393e-08,4005,0.001375,0,0
1.6639487315784e-08,4006,0.001625,0,0
1.6628090369897e-08,4007,0.001875,0,0
1.6617387659477e-08,4008,0.002125,0,0
1.6606214584642e-08,4009,0.002375,0,0
1.6595557134243e-08,4010,0.002625,0,0
1.6583998282534e-08,4011,0.002875,0,0
1.657351340187e-08,4012,0.003125,0,0
1.6562263067168e-08,4013,0.003375,0,0
1.6551461656756e-08,4014,0.003625,0,0
1.6540165319464e-08,4015,0.003875,0,0
1.6529232456884e-08,4016,0.004125,0,0
1.6518302594807e-08,4017,0.004375,0,0
1.6507480751765e-08,4018,0.004625,0,0
1.6496360432663e-08,4019,0.004875,0,0
1.6485455346747e-08,4020,0.005125,0,0
1.6474351868746e-08,4021,0.005375,0,0
1.6463428033559e-08,4022,0.005625,0,0
1.6452483851312e-08,4023,0.005875,0,0
1.644138883017e-08,4024,0.006125,0,0
1.6430517943541e-08,4025,0.006375,0,0
1.6419674704556e-08,4026,0.006625,0,0
1.6408488443789e-08,4027,0.006875,0,0
1.6397497800118e-08,4028,0.007125,0,0
1.638653354067e-08,4029,0.007375,0,0
1.6375664167913e-08,4030,0.007625,0,0
1.6364481432538e-08,4031,0.007875,0,0
1.6353597694671e-08,4032,0.008125,0,0
1.6342649916695e-08,4033,0.008375,0,0
1.6331725953219e-08,4034,0.008625,0,0
1.6320633310763e-08,4035,0.008875,0,0
1.6309828048262e-08,4036,0.009125,0,0
1.6298529857553e-08,4037,0.009375,0,0
1.6287680486456e-08,4038,0.009625,0,0
1.627669862859e-08,4039,0.009875,0,0
1.6265714752157e-08,4040,0.010125,0,0
1.6254724976932e-08,4041,0.010375,0,0
1.6243836539455e-08,4042,0.010625,0,0
1.623252749656e-08,4043,0.010875,0,0
1.622183525395e-08,4044,0.011125,0,0
1.621079735961e-08,4045,0.011375,0,0
1.6199837511591e-08,4046,0.011625,0,0
1.618904102446e-08,4047,0.011875,0,0
1.6177716723859e-08,4048,0.012125,0,0
1.616673015649e-08,4049,0.012375,0,0
1.6155748017762e-08,4050,0.012625,0,0
1.6144905980289e-08,4051,0.012875,0,0
1.6133909470136e-08,4052,0.013125,0,0
1.6122919992687e-08,4053,0.013375,0,0
1.6112025370488e-08,4054,0.013625,0,0
1.61009207338e-08,4055,0.013875,0,0
1.6090118976417e-08,4056,0.014125,0,0
1.6079058080538e-08,4057,0.014375,0,0
1.6067855675514e-08,4058,0.014625,0,0
1.6056958689889e-08,4059,0.014875,0,0
1.6046143659512e-08,4060,0.015125,0,0
1.6035125062995e-08,4061,0.015375,0,0
1.6024117374609e-08,4062,0.015625,0,0
1.6013052122027e-08,4063,0.015875,0,0
1.6002197984803e-08,4064,0.016125,0,0
1.5990929714307e-08,4065,0.016375,0,0
1.5980428094768e-08,4066,0.016625,0,0
1.5969164831524e-08,4067,0.016875,0,0
1.5958123041591e-08,4068,0.017125,0,0
1.5947094698747e-08,4069,0.017375,0,0
1.5936324055689e-08,4070,0.017625,0,0
1.5925281336162e-08,4071,0.017875,0,0
1.5914440743063e-08,4072,0.018125,0,0
1.5903123954547e-08,4073,0.018375,0,0
1.5892294816261e-08,4074,0.018625,0,0
1.5881466226662e-08,4075,0.018875,0,0
1.5870408197089e-08,4076,0.019125,0,0
1.585926680733e-08,4077,0.019375,0,0
1.5848473474794e-08,4078,0.019625,0,0
1.5837401651838e-08,4079,0.019875,0,0
1.5826557750459e-08,4080,0.020125,0,0
1.5815325541774e-08,4081,0.020375,0,0
1.5804499580092e-08,4082,0.020625,0,0
1.5793551413538e-08,4083,0.020875,0,0
1.5782457826659e-08,4084,0.021125,0,0
1.5771871238602e-08,4085,0.021375,0,0
1.5760383441805e-08,4086,0.021625,0,0
1.5749775985024e-08,4087,0.021875,0,0
1.5738306126677e-08,4088,0.022125,0,0
1.5727628714489e-08,4089,0.022375,0,0
1.5716867903437e-08,4090,0.022625,0,0
1.5705497896423e-08,4091,0.022875,0,0
1.5694946167851e-08,4092,0.023125,0,0
1.5683606995059e-08,4093,0.023375,0,0
1.5672716627025e-08,4094,0.023625,0,0
1.5661573598739e-08,4095,0.023875,0,0
