id,psi,x,y,z
4000,-0.19696879086071,0,0,0
4001,2.0236974643834,0.00025,0,0
4002,1.3451075673969,0.0005,0,0
4003,1.5078217944361,0.00075,0,0
4004,1.4703340423714,0.001,0,0
4005,1.478951479896,0.00125,0,0
4006,1.4769719057555,0.0015,0,0
4007,1.4774277408907,0.00175,0,0
4008,1.4773238723614,0.002,0,0
4009,1.4773486344189,0.00225,0,0
4010,1.4773438347096,0.0025,0,0
4011,1.4773458288592,0.00275,0,0
4012,1.4773462616496,0.003,0,0
4013,1.4773470532697,0.00325,0,0
4014,1.4773477624235,0.0035,0,0
4015,1.4773484905291,0.00375,0,0
4016,1.4773492142788,0.004,0,0
4017,1.4773499390291,0.00425,0,0
4018,1.4773506635491,0.0045,0,0
4019,1.4773513881215,0.00475,0,0
4020,1.4773521126814,0.005,0,0
4021,1.4773528372437,0.00525,0,0
4022,1.477353561805,0.0055,0,0
4023,1.4773542863662,0.00575,0,0
4024,1.4773550109269,0.006,0,0
4025,1.4773557354872,0.00625,0,0
4026,1.4773564600472,0.0065,0,0
4027,1.4773571846068,0.00675,0,0
4028,1.4773579091661,0.007,0,0
4029,1.477358633725,0.00725,0,0
4030,1.4773593582835,0.0075,0,0
4031,1.4773600828417,0.00775,0,0
4032,1.4773608073995,0.008,0,0
4033,1.4773615319569,0.00825,0,0
4034,1.477362256514,0.0085,0,0
4035,1.4773629810707,0.00875,0,0
4036,1.477363705627,0.009,0,0
4037,1.477364430183,0.00925,0,0
4038,1.4773651547386,0.0095,0,0
4039,1.4773658792939,0.00975,0,0
4040,1.4773666038488,0.01,0,0
4041,1.4773673284033,0.01025,0,0
4042,1.4773680529574,0.0105,0,0
4043,1.4773687775112,0.01075,0,0
4044,1.4773695020647,0.011,0,0
4045,1.4773702266177,0.01125,0,0
4046,1.4773709511704,0.0115,0,0
4047,1.4773716757227,0.01175,0,0
4048,1.4773724002747,0.012,0,0
4049,1.4773731248263,0.01225,0,0
4050,1.4773738493776,0.0125,0,0
4051,1.4773745739284,0.01275,0,0
4052,1.4773752984789,0.013,0,0
4053,1.4773760230291,0.01325,0,0
4054,1.4773767475789,0.0135,0,0
4055,1.4773774721283,0.01375,0,0
4056,1.4773781966773,0.014,0,0
4057,1.477378921226,0.01425,0,0
4058,1.4773796457743,0.0145,0,0
4059,1.4773803703223,0.01475,0,0
4060,1.4773810948699,0.015,0,0
4061,1.4773818194171,0.01525,0,0
4062,1.477382543964,0.0155,0,0
4063,1.4773832685105,0.01575,0,0
4064,1.4773839930566,0.016,0,0
4065,1.4773847176024,0.01625,0,0
4066,1.4773854421478,0.0165,0,0
4067,1.4773861666928,0.01675,0,0
4068,1.4773868912375,0.017,0,0
4069,1.4773876157818,0.01725,0,0
4070,1.4773883403258,0.0175,0,0
4071,1.4773890648694,0.01775,0,0
4072,1.4773897894126,0.018,0,0
4073,1.4773905139554,0.01825,0,0
4074,1.4773912384979,0.0185,0,0
4075,1.4773919630401,0.01875,0,0
4076,1.4773926875818,0.019,0,0
4077,1.4773934121232,0.01925,0,0
4078,1.4773941366642,0.0195,0,0
4079,1.4773948612049,0.01975,0,0
4080,1.4773955857452,0.02,0,0
4081,1.4773963102852,0.02025,0,0
4082,1.4773970348247,0.0205,0,0
4083,1.4773977593639,0.02075,0,0
4084,1.4773984839028,0.021,0,0
4085,1.4773992084413,0.02125,0,0
4086,1.4773999329794,0.0215,0,0
4087,1.4774006575171,0.02175,0,0
4088,1.4774013820545,0.022,0,0
4089,1.4774021065915,0.02225,0,0
4090,1.4774028311282,0.0225,0,0
4091,1.4774035556645,0.02275,0,0
4092,1.4774042802004,0.023,0,0
4093,1.477405004736,0.02325,0,0
4094,1.4774057292712,0.0235,0,0
4095,1.477406453806,0.02375,0,0
4096,1.4774071783405,0.024,0,0
4097,1.4774079028746,0.02425,0,0
4098,1.4774086274083,0.0245,0,0
4099,1.4774093519417,0.02475,0,0
4100,1.4774100764747,0.025,0,0
4101,1.4774108010074,0.02525,0,0
4102,1.4774115255396,0.0255,0,0
4103,1.4774122500716,0.02575,0,0
4104,1.4774129746031,0.026,0,0
4105,1.4774136991343,0.02625,0,0
4106,1.4774144236651,0.0265,0,0
4107,1.4774151481956,0.02675,0,0
4108,1.4774158727257,0.027,0,0
4109,1.4774165972554,0.02725,0,0
4110,1.4774173217848,0.0275,0,0
4111,1.4774180463138,0.02775,0,0
4112,1.4774187708424,0.028,0,0
4113,1.4774194953707,0.02825,0,0
4114,1.4774202198986,0.0285,0,0
4115,1.4774209444262,0.02875,0,0
4116,1.4774216689533,0.029,0,0
4117,1.4774223934802,0.02925,0,0
4118,1.4774231180066,0.0295,0,0
4119,1.4774238425327,0.02975,0,0
4120,1.4774245670584,0.03,0,0
4121,1.4774252915838,0.03025,0,0
4122,1.4774260161088,0.0305,0,0
4123,1.4774267406334,0.03075,0,0
4124,1.4774274651577,0.031,0,0
4125,1.4774281896816,0.03125,0,0
4126,1.4774289142051,0.0315,0,0
4127,1.4774296387283,0.03175,0,0
4128,1.4774303632511,0.032,0,0
4129,1.4774310877735,0.03225,0,0
4130,1.4774318122956,0.0325,0,0
4131,1.4774325368173,0.03275,0,0
4132,1.4774332613387,0.033,0,0
4133,1.4774339858596,0.03325,0,0
4134,1.4774347103803,0.0335,0,0
4135,1.4774354349005,0.03375,0,0
4136,1.4774361594204,0.034,0,0
4137,1.4774368839399,0.03425,0,0
4138,1.4774376084591,0.0345,0,0
4139,1.4774383329779,0.03475,0,0
4140,1.4774390574963,0.035,0,0
4141,1.4774397820144,0.03525,0,0
4142,1.4774405065321,0.0355,0,0
4143,1.4774412310494,0.03575,0,0
4144,1.4774419555664,0.036,0,0
4145,1.477442680083,0.03625,0,0
4146,1.4774434045993,0.0365,0,0
4147,1.4774441291151,0.03675,0,0
4148,1.4774448536307,0.037,0,0
4149,1.4774455781458,0.03725,0,0
4150,1.4774463026606,0.0375,0,0
4151,1.477447027175,0.03775,0,0
4152,1.4774477516891,0.038,0,0
4153,1.4774484762028,0.03825,0,0
4154,1.4774492007161,0.0385,0,0
4155,1.4774499252291,0.03875,0,0
4156,1.4774506497417,0.039,0,0
4157,1.4774513742539,0.03925,0,0
4158,1.4774520987658,0.0395,0,0
4159,1.4774528232773,0.03975,0,0
4160,1.4774535477884,0.04,0,0
4161,1.4774542722992,0.04025,0,0
4162,1.4774549968096,0.0405,0,0
4163,1.4774557213197,0.04075,0,0
4164,1.4774564458293,0.041,0,0
4165,1.4774571703387,0.04125,0,0
4166,1.4774578948476,0.0415,0,0
4167,1.4774586193562,0.04175,0,0
4168,1.4774593438644,0.042,0,0
4169,1.4774600683723,0.04225,0,0
4170,1.4774607928798,0.0425,0,0
4171,1.4774615173869,0.04275,0,0
4172,1.4774622418937,0.043,0,0
4173,1.4774629664001,0.04325,0,0
4174,1.4774636909061,0.0435,0,0
4175,1.4774644154118,0.04375,0,0
4176,1.4774651399171,0.044,0,0
4177,1.4774658644221,0.04425,0,0
4178,1.4774665889267,0.0445,0,0
4179,1.4774673134309,0.04475,0,0
4180,1.4774680379347,0.045,0,0
4181,1.4774687624382,0.04525,0,0
4182,1.4774694869413,0.0455,0,0
4183,1.4774702114441,0.04575,0,0
4184,1.4774709359465,0.046,0,0
4185,1.4774716604485,0.04625,0,0
4186,1.4774723849502,0.0465,0,0
4187,1.4774731094515,0.04675,0,0
4188,1.4774738339524,0.047,0,0
4189,1.477474558453,0.04725,0,0
4190,1.4774752829532,0.0475,0,0
4191,1.4774760074531,0.04775,0,0
4192,1.4774767319525,0.048,0,0
4193,1.4774774564517,0.04825,0,0
4194,1.4774781809504,0.0485,0,0
4195,1.4774789054488,0.04875,0,0
4196,1.4774796299468,0.049,0,0
4197,1.4774803544445,0.04925,0,0
4198,1.4774810789418,0.0495,0,0
4199,1.4774818034387,0.04975,0,0
4200,1.4774825279353,0.05,0,0
4201,1.4774832524315,0.05025,0,0
4202,1.4774839769273,0.0505,0,0
4203,1.4774847014228,0.05075,0,0
4204,1.4774854259179,0.051,0,0
4205,1.4774861504126,0.05125,0,0
4206,1.477486874907,0.0515,0,0
4207,1.477487599401,0.05175,0,0
4208,1.4774883238947,0.052,0,0
4209,1.4774890483879,0.05225,0,0
4210,1.4774897728809,0.0525,0,0
4211,1.4774904973734,0.05275,0,0
