cn_ODE,id,x,y,z
-1.2512713087887e-08,4000,0.000125,0,0
1.3963441514164e-08,4001,0.000375,0,0
1.7404580814756e-08,4002,0.000625,0,0
1.7324872209046e-08,4003,0.000875,0,0
1.7371473148808e-08,4004,0.001125,0,0
1.7349252034959e-08,4005,0.001375,0,0
1.7339845254094e-08,4006,0.001625,0,0
1.73281008084e-08,4007,0.001875,0,0
1.731679911271e-08,4008,0.002125,0,0
1.7305137715602e-08,4009,0.002375,0,0
1.7293815573159e-08,4010,0.002625,0,0
1.7282306232654e-08,4011,0.002875,0,0
1.7270650284597e-08,4012,0.003125,0,0
1.7259283131691e-08,4013,0.003375,0,0
1.7247725833414e-08,4014,0.003625,0,0
1.7236465240506e-08,4015,0.003875,0,0
1.7224911004829e-08,4016,0.004125,0,0
1.7213497280371e-08,4017,0.004375,0,0
1.7202262505976e-08,4018,0.004625,0,0
1.719063828147e-08,4019,0.004875,0,0
1.7179021949876e-08,4020,0.005125,0,0
1.716773946492e-08,4021,0.005375,0,0
1.7156048762884e-08,4022,0.005625,0,0
1.714485416135e-08,4023,0.005875,0,0
1.7133256912364e-08,4024,0.006125,0,0
1.7121682251321e-08,4025,0.006375,0,0
1.7110330345578e-08,4026,0.006625,0,0
1.709880334449e-08,4027,0.006875,0,0
1.7087349242555e-08,4028,0.007125,0,0
1.7076138600575e-08,4029,0.007375,0,0
1.7064449234845e-08,4030,0.007625,0,0
1.7053058902646e-08,4031,0.007875,0,0
1.704166654063e-08,4032,0.008125,0,0
1.70298884973e-08,4033,0.008375,0,0
1.7018831872744e-08,4034,0.008625,0,0
1.7007065318677e-08,4035,0.008875,0,0
1.6995721765844e-08,4036,0.009125,0,0
1.6984125599299e-08,4037,0.009375,0,0
1.6972793534617e-08,4038,0.009625,0,0
1.6961595129052e-08,4039,0.009875,0,0
1.6949667356155e-08,4040,0.010125,0,0
1.6938461057625e-08,4041,0.010375,0,0
1.6926901331846e-08,4042,0.010625,0,0
1.6915622546052e-08,4043,0.010875,0,0
1.6903876674714e-08,4044,0.011125,0,0
1.6892465946801e-08,4045,0.011375,0,0
1.6881205690077e-08,4046,0.011625,0,0
1.6869491218995e-08,4047,0.011875,0,0
1.6858057716603e-08,4048,0.012125,0,0
1.6846721622728e-08,4049,0.012375,0,0
1.6835302176339e-08,4050,0.012625,0,0
1.6823734721663e-08,4051,0.012875,0,0
1.6812251805428e-08,4052,0.013125,0,0
1.6800747498129e-08,4053,0.013375,0,0
1.6789471157672e-08,4054,0.013625,0,0
1.6777864646781e-08,4055,0.013875,0,0
1.6766271629436e-08,4056,0.014125,0,0
1.6755189494416e-08,4057,0.014375,0,0
1.6743607959884e-08,4058,0.014625,0,0
1.6732131650994e-08,4059,0.014875,0,0
1.6720383315671e-08,4060,0.015125,0,0
1.6709161367793e-08,4061,0.015375,0,0
1.6697810788653e-08,4062,0.015625,0,0
1.6686016382191e-08,4063,0.015875,0,0
1.6675001535902e-08,4064,0.016125,0,0
1.6663124305637e-08,4065,0.016375,0,0
1.6651897475679e-08,4066,0.016625,0,0
1.6640268088989e-08,4067,0.016875,0,0
1.6629065672228e-08,4068,0.017125,0,0
1.6617097680391e-08,4069,0.017375,0,0
