cn_ODE,id,x,y,z
-1.1952105971602e-08,4000,0.000125,0,0
1.0836002234393e-08,4001,0.000375,0,0
1.3684264442079e-08,4002,0.000625,0,0
1.3597928122042e-08,4003,0.000875,0,0
1.3640247597399e-08,4004,0.001125,0,0
1.3621268002433e-08,4005,0.001375,0,0
1.3614533195261e-08,4006,0.001625,0,0
1.3605183108584e-08,4007,0.001875,0,0
1.3596154170396e-08,4008,0.002125,0,0
1.3587090080857e-08,4009,0.002375,0,0
1.3578084169497e-08,4010,0.002625,0,0
1.3569217860511e-08,4011,0.002875,0,0
1.3559731513026e-08,4012,0.003125,0,0
1.3551230192122e-08,4013,0.003375,0,0
1.3542134910248e-08,4014,0.003625,0,0
1.3533097122071e-08,4015,0.003875,0,0
1.3524013571048e-08,4016,0.004125,0,0
1.3514871938719e-08,4017,0.004375,0,0
1.3506041262755e-08,4018,0.004625,0,0
1.3497214006663e-08,4019,0.004875,0,0
1.3487831029602e-08,4020,0.005125,0,0
1.3479162780053e-08,4021,0.005375,0,0
1.3469972436362e-08,4022,0.005625,0,0
1.3461088210759e-08,4023,0.005875,0,0
1.3452073518798e-08,4024,0.006125,0,0
1.3443115024831e-08,4025,0.006375,0,0
1.3433950321221e-08,4026,0.006625,0,0
1.3425058745459e-08,4027,0.006875,0,0
1.3415869226223e-08,4028,0.007125,0,0
1.3407128545085e-08,4029,0.007375,0,0
1.3397969783201e-08,4030,0.007625,0,0
1.3389051835278e-08,4031,0.007875,0,0
1.337997940367e-08,4032,0.008125,0,0
1.3371111561743e-08,4033,0.008375,0,0
1.3362033696033e-08,4034,0.008625,0,0
1.3353119114856e-08,4035,0.008875,0,0
1.334394538594e-08,4036,0.009125,0,0
1.3334827703583e-08,4037,0.009375,0,0
1.3325937936405e-08,4038,0.009625,0,0
1.3316896224446e-08,4039,0.009875,0,0
1.3308024279926e-08,4040,0.010125,0,0
1.3299152842433e-08,4041,0.010375,0,0
1.3290045513853e-08,4042,0.010625,0,0
1.3280919309016e-08,4043,0.010875,0,0
1.3271956422051e-08,4044,0.011125,0,0
1.3262889380175e-08,4045,0.011375,0,0
1.3253740196241e-08,4046,0.011625,0,0
1.3245106992064e-08,4047,0.011875,0,0
1.3235783111556e-08,4048,0.012125,0,0
1.3227300797638e-08,4049,0.012375,0,0
1.3217689865633e-08,4050,0.012625,0,0
1.3209137516537e-08,4051,0.012875,0,0
1.3199817029881e-08,4052,0.013125,0,0
1.3190711487904e-08,4053,0.013375,0,0
1.3182216231078e-08,4054,0.013625,0,0
1.3172849468423e-08,4055,0.013875,0,0
1.3163768736488e-08,4056,0.014125,0,0
1.3154948164909e-08,4057,0.014375,0,0
1.3145904634038e-08,4058,0.014625,0,0
1.3136809944058e-08,4059,0.014875,0,0
1.3127859148197e-08,4060,0.015125,0,0
1.3119070379466e-08,4061,0.015375,0,0
1.3109845424492e-08,4062,0.015625,0,0
1.3100883287551e-08,4063,0.015875,0,0
1.3091850566664e-08,4064,0.016125,0,0
1.3083094849945e-08,4065,0.016375,0,0
1.3073820289171e-08,4066,0.016625,0,0
1.3064734878253e-08,4067,0.016875,0,0
1.3055909626417e-08,4068,0.017125,0,0
1.3046962205325e-08,4069,0.017375,0,0
1.3037888623677e-08,4070,0.017625,0,0
1.3029101116226e-08,4071,0.017875,0,0
1.301970819516e-08,4072,0.018125,0,0
1.3011204602419e-08,4073,0.018375,0,0
1.3001666764398e-08,4074,0.018625,0,0
1.2992925195975e-08,4075,0.018875,0,0
1.2983699685645e-08,4076,0.019125,0,0
1.2974875179253e-08,4077,0.019375,0,0
1.2966008583752e-08,4078,0.019625,0,0
1.29569486817e-08,4079,0.019875,0,0
1.2947840199963e-08,4080,0.020125,0,0
1.2938742577351e-08,4081,0.020375,0,0
1.2930070508618e-08,4082,0.020625,0,0
1.2920789154911e-08,4083,0.020875,0,0
1.2911911386029e-08,4084,0.021125,0,0
1.2902858457104e-08,4085,0.021375,0,0
1.2893936475895e-08,4086,0.021625,0,0
1.2884963376776e-08,4087,0.021875,0,0
1.2875825382866e-08,4088,0.022125,0,0
1.2866756404848e-08,4089,0.022375,0,0
1.285801863547e-08,4090,0.022625,0,0
1.2848782725852e-08,4091,0.022875,0,0
1.2839848329607e-08,4092,0.023125,0,0
1.2831042339354e-08,4093,0.023375,0,0
1.2821661970639e-08,4094,0.023625,0,0
1.2812818258934e-08,4095,0.023875,0,0
1.2804046102376e-08,4096,0.024125,0,0
1.2794593602286e-08,4097,0.024375,0,0
1.2785839251283e-08,4098,0.024625,0,0
1.2776790883596e-08,4099,0.024875,0,0
1.2768041444922e-08,4100,0.025125,0,0
1.2758760213323e-08,4101,0.025375,0,0
1.2749678485495e-08,4102,0.025625,0,0
1.2740973186128e-08,4103,0.025875,0,0
1.2731866628335e-08,4104,0.026125,0,0
1.2722880754007e-08,4105,0.026375,0,0
1.271394441151e-08,4106,0.026625,0,0
1.2704489264098e-08,4107,0.026875,0,0
1.2696268423125e-08,4108,0.027125,0,0
1.268669155762e-08,4109,0.027375,0,0
1.2677784422282e-08,4110,0.027625,0,0
1.266901989661e-08,4111,0.027875,0,0
1.2659851522027e-08,4112,0.028125,0,0
1.2650825757245e-08,4113,0.028375,0,0
1.2641797904426e-08,4114,0.028625,0,0
1.2633004422587e-08,4115,0.028875,0,0
1.2623766995981e-08,4116,0.029125,0,0
1.2614832405798e-08,4117,0.029375,0,0
1.2605911258666e-08,4118,0.029625,0,0
1.2597039689198e-08,4119,0.029875,0,0
1.2587668651046e-08,4120,0.030125,0,0
1.2578776156016e-08,4121,0.030375,0,0
1.2570260091047e-08,4122,0.030625,0,0
1.2560804016777e-08,4123,0.030875,0,0
1.2551790299243e-08,4124,0.031125,0,0
1.2542708616896e-08,4125,0.031375,0,0
1.2534062793202e-08,4126,0.031625,0,0
1.2524713421908e-08,4127,0.031875,0,0
1.251605956124e-08,4128,0.032125,0,0
1.250675381976e-08,4129,0.032375,0,0
1.2497974381456e-08,4130,0.032625,0,0
1.2488933198344e-08,4131,0.032875,0,0
1.2479886069737e-08,4132,0.033125,0,0
1.2471021591359e-08,4133,0.033375,0,0
1.2461771328639e-08,4134,0.033625,0,0
1.2452989256863e-08,4135,0.033875,0,0
1.2444078515116e-08,4136,0.034125,0,0
1.2434960232165e-08,4137,0.034375,0,0
1.2425904522939e-08,4138,0.034625,0,0
1.2416904831186e-08,4139,0.034875,0,0
1.2407866915263e-08,4140,0.035125,0,0
1.2399076204645e-08,4141,0.035375,0,0
1.2389809374693e-08,4142,0.035625,0,0
1.2380802638418e-08,4143,0.035875,0,0
1.2372137517903e-08,4144,0.036125,0,0
1.2362918661946e-08,4145,0.036375,0,0
1.2353975496483e-08,4146,0.036625,0,0
1.2344838987442e-08,4147,0.036875,0,0
1.2336147488668e-08,4148,0.037125,0,0
1.2326889307126e-08,4149,0.037375,0,0
1.2318014001037e-08,4150,0.037625,0,0
1.2308964856818e-08,4151,0.037875,0,0
1.2299935541653e-08,4152,0.038125,0,0
1.2290994576687e-08,4153,0.038375,0,0
1.2281766086455e-08,4154,0.038625,0,0
1.2273186567361e-08,4155,0.038875,0,0
1.2263952568569e-08,4156,0.039125,0,0
1.2255073074478e-08,4157,0.039375,0,0
1.2246256096026e-08,4158,0.039625,0,0
1.2236920251673e-08,4159,0.039875,0,0
1.2228114617391e-08,4160,0.040125,0,0
1.221893608088e-08,4161,0.040375,0,0
1.2209667651567e-08,4162,0.040625,0,0
1.2201249793657e-08,4163,0.040875,0,0
1.2192106394322e-08,4164,0.041125,0,0
1.218302160308e-08,4165,0.041375,0,0
1.2174145352733e-08,4166,0.041625,0,0
1.2164734687425e-08,4167,0.041875,0,0
1.2156232830247e-08,4168,0.042125,0,0
1.214726501843e-08,4169,0.042375,0,0
1.2137969590613e-08,4170,0.042625,0,0
1.2128970493382e-08,4171,0.042875,0,0
1.2120079135951e-08,4172,0.043125,0,0
1.2111097885502e-08,4173,0.043375,0,0
1.2101996937832e-08,4174,0.043625,0,0
1.2093198826639e-08,4175,0.043875,0,0
1.2084021366713e-08,4176,0.044125,0,0
1.207510151653e-08,4177,0.044375,0,0
1.2066246780521e-08,4178,0.044625,0,0
1.2056990702169e-08,4179,0.044875,0,0
1.2048286826983e-08,4180,0.045125,0,0
1.20390550369e-08,4181,0.045375,0,0
1.2030089900189e-08,4182,0.045625,0,0
1.2021112308515e-08,4183,0.045875,0,0
1.2012343258766e-08,4184,0.046125,0,0
1.2003052734659e-08,4185,0.046375,0,0
1.199437896915e-08,4186,0.046625,0,0
1.1984999046043e-08,4187,0.046875,0,0
1.1976070458979e-08,4188,0.047125,0,0
1.1967331021447e-08,4189,0.047375,0,0
1.1958128285977e-08,4190,0.047625,0,0
1.1949426020045e-08,4191,0.047875,0,0
1.1940127375861e-08,4192,0.048125,0,0
1.1931082434334e-08,4193,0.048375,0,0
1.1922346770802e-08,4194,0.048625,0,0
1.1913251215791e-08,4195,0.048875,0,0
1.1904108254256e-08,4196,0.049125,0,0
1.1895303078213e-08,4197,0.049375,0,0
1.1886394987774e-08,4198,0.049625,0,0
1.187722129949e-08,4199,0.049875,0,0
1.1868217298061e-08,4200,0.050125,0,0
1.1859226742202e-08,4201,0.050375,0,0
1.185050674634e-08,4202,0.050625,0,0
1.1841274245861e-08,4203,0.050875,0,0
1.1832276193341e-08,4204,0.051125,0,0
1.1823295351934e-08,4205,0.051375,0,0
1.1814499824964e-08,4206,0.051625,0,0
1.1805264154468e-08,4207,0.051875,0,0
1.1796454125183e-08,4208,0.052125,0,0
1.1787125147298e-08,4209,0.052375,0,0
1.1778332891502e-08,4210,0.052625,0,0
1.1769661256396e-08,4211,0.052875,0,0
1.1760120634252e-08,4212,0.053125,0,0
1.1751732933914e-08,4213,0.053375,0,0
1.1742193296524e-08,4214,0.053625,0,0
1.1733385407345e-08,4215,0.053875,0,0
1.1724554783423e-08,4216,0.054125,0,0
1.1715290523383e-08,4217,0.054375,0,0
1.1706406605124e-08,4218,0.054625,0,0
1.1697549014356e-08,4219,0.054875,0,0
1.1688423216853e-08,4220,0.055125,0,0
1.1679482663803e-08,4221,0.055375,0,0
1.1670267389534e-08,4222,0.055625,0,0
1.1661857538458e-08,4223,0.055875,0,0
1.1652160055001e-08,4224,0.056125,0,0
