cn_ODE,id,x,y,z
-1.38996592014e-08,4000,0.000125,0,0
-5.1773134390753e-09,4001,0.000375,0,0
-4.0140584541166e-09,4002,0.000625,0,0
-4.1068259903909e-09,4003,0.000875,0,0
-4.0797993872116e-09,4004,0.001125,0,0
-4.0900246245317e-09,4005,0.001375,0,0
-4.0922347038787e-09,4006,0.001625,0,0
-4.0959210467761e-09,4007,0.001875,0,0
-4.0995604311429e-09,4008,0.002125,0,0
-4.1030824664539e-09,4009,0.002375,0,0
-4.1065085205449e-09,4010,0.002625,0,0
-4.1101262142817e-09,4011,0.002875,0,0
-4.1138297191782e-09,4012,0.003125,0,0
-4.1177092465741e-09,4013,0.003375,0,0
-4.1210988472402e-09,4014,0.003625,0,0
-4.124842491849e-09,4015,0.003875,0,0
-4.1284374053055e-09,4016,0.004125,0,0
-4.1318944842212e-09,4017,0.004375,0,0
-4.1357785038191e-09,4018,0.004625,0,0
-4.1390610671678e-09,4019,0.004875,0,0
-4.143007264378e-09,4020,0.005125,0,0
-4.1466780633943e-09,4021,0.005375,0,0
-4.1503730012775e-09,4022,0.005625,0,0
-4.154056523054e-09,4023,0.005875,0,0
-4.157606919874e-09,4024,0.006125,0,0
-4.1615674147293e-09,4025,0.006375,0,0
-4.1652243902492e-09,4026,0.006625,0,0
-4.1687768325251e-09,4027,0.006875,0,0
-4.1726646082872e-09,4028,0.007125,0,0
-4.1764272606677e-09,4029,0.007375,0,0
-4.1801480656631e-09,4030,0.007625,0,0
-4.1838897300037e-09,4031,0.007875,0,0
-4.1879429490271e-09,4032,0.008125,0,0
-4.1916088350897e-09,4033,0.008375,0,0
-4.195226496707e-09,4034,0.008625,0,0
-4.1989361948373e-09,4035,0.008875,0,0
-4.203308217953e-09,4036,0.009125,0,0
-4.2068027475428e-09,4037,0.009375,0,0
-4.2108401326609e-09,4038,0.009625,0,0
-4.214861102443e-09,4039,0.009875,0,0
-4.2185477631203e-09,4040,0.010125,0,0
-4.2225616557186e-09,4041,0.010375,0,0
-4.2266023967405e-09,4042,0.010625,0,0
-4.2306945217355e-09,4043,0.010875,0,0
-4.2344337035512e-09,4044,0.011125,0,0
-4.2386028309698e-09,4045,0.011375,0,0
-4.2425139645667e-09,4046,0.011625,0,0
-4.2465140236397e-09,4047,0.011875,0,0
-4.2509763166965e-09,4048,0.012125,0,0
-4.2545812283131e-09,4049,0.012375,0,0
-4.2588957813682e-09,4050,0.012625,0,0
-4.2627786559402e-09,4051,0.012875,0,0
-4.26730527707e-09,4052,0.013125,0,0
-4.2712270804902e-09,4053,0.013375,0,0
-4.2755355998247e-09,4054,0.013625,0,0
-4.2796991494296e-09,4055,0.013875,0,0
-4.284042122622e-09,4056,0.014125,0,0
-4.2880605360181e-09,4057,0.014375,0,0
-4.292316453414e-09,4058,0.014625,0,0
-4.2969190070224e-09,4059,0.014875,0,0
-4.3008856651333e-09,4060,0.015125,0,0
-4.3057254496852e-09,4061,0.015375,0,0
-4.3096942226408e-09,4062,0.015625,0,0
-4.3143028187248e-09,4063,0.015875,0,0
-4.3186786505885e-09,4064,0.016125,0,0
-4.3231368482613e-09,4065,0.016375,0,0
-4.327865411668e-09,4066,0.016625,0,0
-4.3318915065281e-09,4067,0.016875,0,0
-4.3366459291324e-09,4068,0.017125,0,0
-4.3411474167211e-09,4069,0.017375,0,0
-4.3458927500521e-09,4070,0.017625,0,0
-4.3505382316155e-09,4071,0.017875,0,0
-4.3550379823936e-09,4072,0.018125,0,0
-4.3595845185284e-09,4073,0.018375,0,0
-4.3645614261948e-09,4074,0.018625,0,0
-4.3689830952261e-09,4075,0.018875,0,0
-4.3740030246852e-09,4076,0.019125,0,0
-4.3785374592264e-09,4077,0.019375,0,0
-4.3834969795967e-09,4078,0.019625,0,0
-4.3884508821735e-09,4079,0.019875,0,0
-4.3931845997961e-09,4080,0.020125,0,0
-4.3979881497963e-09,4081,0.020375,0,0
-4.4030094328276e-09,4082,0.020625,0,0
-4.4080875904215e-09,4083,0.020875,0,0
-4.4129228915805e-09,4084,0.021125,0,0
-4.4179583974199e-09,4085,0.021375,0,0
-4.4231656885069e-09,4086,0.021625,0,0
-4.4281558315171e-09,4087,0.021875,0,0
-4.4331878758241e-09,4088,0.022125,0,0
-4.4383534684143e-09,4089,0.022375,0,0
-4.4436371367197e-09,4090,0.022625,0,0
-4.448729369887e-09,4091,0.022875,0,0
-4.4540778066954e-09,4092,0.023125,0,0
-4.4592897293586e-09,4093,0.023375,0,0
-4.4646492161388e-09,4094,0.023625,0,0
-4.4698475570827e-09,4095,0.023875,0,0
-4.4752399527598e-09,4096,0.024125,0,0
-4.4809181089743e-09,4097,0.024375,0,0
-4.4861501032555e-09,4098,0.024625,0,0
