cm_ODE,id,x,y,z
-1.0187788391587e-09,4000,0.000125,0,0
-1.6645969124578e-09,4001,0.000375,0,0
-1.7109473350019e-09,4002,0.000625,0,0
-1.7126976965606e-09,4003,0.000875,0,0
-1.712002516651e-09,4004,0.001125,0,0
-1.7111780923286e-09,4005,0.001375,0,0
-1.7103472447183e-09,4006,0.001625,0,0
-1.7095158557102e-09,4007,0.001875,0,0
-1.7086849405547e-09,4008,0.002125,0,0
-1.7078542358201e-09,4009,0.002375,0,0
-1.7070234873522e-09,4010,0.002625,0,0
-1.7061930204525e-09,4011,0.002875,0,0
-1.7053627900071e-09,4012,0.003125,0,0
-1.7045326628153e-09,4013,0.003375,0,0
-1.703702640809e-09,4014,0.003625,0,0
-1.702873236819e-09,4015,0.003875,0,0
-1.7020436237348e-09,4016,0.004125,0,0
-1.7012143455805e-09,4017,0.004375,0,0
-1.7003853039255e-09,4018,0.004625,0,0
-1.6995564987698e-09,4019,0.004875,0,0
-1.6987277981191e-09,4020,0.005125,0,0
-1.6978992141784e-09,4021,0.005375,0,0
-1.6970708728395e-09,4022,0.005625,0,0
-1.6962427527437e-09,4023,0.005875,0,0
-1.6954148721985e-09,4024,0.006125,0,0
-1.6945872220503e-09,4025,0.006375,0,0
-1.6937594520845e-09,4026,0.006625,0,0
-1.6929323733655e-09,4027,0.006875,0,0
-1.6921050763986e-09,4028,0.007125,0,0
-1.6912782219459e-09,4029,0.007375,0,0
-1.6904513857728e-09,4030,0.007625,0,0
-1.6896250043189e-09,4031,0.007875,0,0
-1.6887986289396e-09,4032,0.008125,0,0
-1.6879722443785e-09,4033,0.008375,0,0
-1.6871464495824e-09,4034,0.008625,0,0
-1.6863207592913e-09,4035,0.008875,0,0
-1.6854949583366e-09,4036,0.009125,0,0
-1.6846697410445e-09,4037,0.009375,0,0
-1.6838445176218e-09,4038,0.009625,0,0
-1.6830196474368e-09,4039,0.009875,0,0
-1.6821947680699e-09,4040,0.010125,0,0
-1.6813701252026e-09,4041,0.010375,0,0
-1.6805457127323e-09,4042,0.010625,0,0
-1.6797214200234e-09,4043,0.010875,0,0
-1.6788977048745e-09,4044,0.011125,0,0
-1.6780738699084e-09,4045,0.011375,0,0
-1.6772501516523e-09,4046,0.011625,0,0
-1.676426786634e-09,4047,0.011875,0,0
-1.6756035291721e-09,4048,0.012125,0,0
-1.6747805051584e-09,4049,0.012375,0,0
-1.6739577176444e-09,4050,0.012625,0,0
-1.6731351574761e-09,4051,0.012875,0,0
-1.6723125972799e-09,4052,0.013125,0,0
-1.6714905070596e-09,4053,0.013375,0,0
