ci_ODE,id,x,y,z
3.0388263910696e-07,0,-1.99975,0,0
9.1164581237404e-07,1,-1.99925,0,0
1.5194095124913e-06,2,-1.99875,0,0
2.1271737398362e-06,3,-1.99825,0,0
2.7349379685025e-06,4,-1.99775,0,0
3.3427011462998e-06,5,-1.99725,0,0
3.9504653787413e-06,6,-1.99675,0,0
4.5582296136366e-06,7,-1.99625,0,0
5.1659927987955e-06,8,-1.99575,0,0
5.7737570397311e-06,9,-1.99525,0,0
6.3815212842532e-06,10,-1.99475,0,0
6.9892839538875e-06,11,-1.99425,0,0
7.5970497855667e-06,12,-1.99375,0,0
8.2048124642614e-06,13,-1.99325,0,0
8.8125772531882e-06,14,-1.99275,0,0
9.4203404687374e-06,15,-1.99225,0,0
1.0028104216422e-05,16,-1.99175,0,0
1.0635867970336e-05,17,-1.99125,0,0
1.124363225714e-05,18,-1.99075,0,0
1.1851396550928e-05,19,-1.99025,0,0
1.245915979951e-05,20,-1.98975,0,0
1.3066923055831e-05,21,-1.98925,0,0
1.3674687899121e-05,22,-1.98875,0,0
1.4282451172053e-05,23,-1.98825,0,0
1.4890214453856e-05,24,-1.98775,0,0
1.5497979850045e-05,25,-1.98725,0,0
1.6105742624441e-05,26,-1.98675,0,0
1.6713506987692e-05,27,-1.98625,0,0
1.7321271361326e-05,28,-1.98575,0,0
1.7929034166867e-05,29,-1.98525,0,0
1.8536798562396e-05,30,-1.98475,0,0
1.9144561390588e-05,31,-1.98425,0,0
1.9752326862092e-05,32,-1.98375,0,0
2.0360089714445e-05,33,-1.98325,0,0
2.0967853632013e-05,34,-1.98275,0,0
2.1575617036321e-05,35,-1.98225,0,0
2.2183381506599e-05,36,-1.98175,0,0
2.2791144938089e-05,37,-1.98125,0,0
2.3398909962587e-05,38,-1.98075,0,0
2.4006672896485e-05,39,-1.98025,0,0
2.4614435845294e-05,40,-1.97975,0,0
2.5222200914528e-05,41,-1.97925,0,0
2.5829964946862e-05,42,-1.97875,0,0
2.6437727942672e-05,43,-1.97825,0,0
2.7045492007472e-05,44,-1.97775,0,0
2.7653255036503e-05,45,-1.97725,0,0
2.8261019661564e-05,46,-1.97675,0,0
2.8868783251612e-05,47,-1.97625,0,0
2.9476546333307e-05,48,-1.97575,0,0
3.008431048588e-05,49,-1.97525,0,0
3.069207465714e-05,50,-1.97475,0,0
3.1299837794897e-05,51,-1.97425,0,0
3.1907602004665e-05,52,-1.97375,0,0
3.2515365707967e-05,53,-1.97325,0,0
3.3123129957751e-05,54,-1.97275,0,0
3.3730892649258e-05,55,-1.97225,0,0
3.4338656414285e-05,56,-1.97175,0,0
3.4946420726926e-05,57,-1.97125,0,0
3.555418453499e-05,58,-1.97075,0,0
3.6161947838855e-05,59,-1.97025,0,0
3.6769711165182e-05,60,-1.96975,0,0
3.7377475040633e-05,61,-1.96925,0,0
3.7985238413018e-05,62,-1.96875,0,0
3.8593002335281e-05,63,-1.96825,0,0
3.9200765755233e-05,64,-1.96775,0,0
3.9808529725818e-05,65,-1.96725,0,0
4.0416293194847e-05,66,-1.96675,0,0
4.1024057215265e-05,67,-1.96625,0,0
4.1631820208597e-05,68,-1.96575,0,0
4.2239584280358e-05,69,-1.96525,0,0
4.2847347852072e-05,70,-1.96475,0,0
4.3455110924116e-05,71,-1.96425,0,0
4.4062875602006e-05,72,-1.96375,0,0
4.4670638202129e-05,73,-1.96325,0,0
4.5278401356284e-05,74,-1.96275,0,0
4.5886166117416e-05,75,-1.96225,0,0
4.6493928801915e-05,76,-1.96175,0,0
4.7101692567861e-05,77,-1.96125,0,0
4.7709455836781e-05,78,-1.96075,0,0
4.8317219661621e-05,79,-1.96025,0,0
4.8924982463905e-05,80,-1.95975,0,0
4.9532746875431e-05,81,-1.95925,0,0
5.0140509738873e-05,82,-1.95875,0,0
5.0748273159744e-05,83,-1.95825,0,0
5.1356036612137e-05,84,-1.95775,0,0
5.1963800622716e-05,85,-1.95725,0,0
5.2571563613003e-05,86,-1.95675,0,0
5.317932716223e-05,87,-1.95625,0,0
5.378709074449e-05,88,-1.95575,0,0
5.439485436016e-05,89,-1.95525,0,0
5.5002618009617e-05,90,-1.95475,0,0
5.5610381166956e-05,91,-1.95425,0,0
5.6218143832554e-05,92,-1.95375,0,0
5.6825908111924e-05,93,-1.95325,0,0
5.743367084774e-05,94,-1.95275,0,0
5.8041434145515e-05,95,-1.95225,0,0
5.8649198005627e-05,96,-1.95175,0,0
5.9256960849602e-05,97,-1.95125,0,0
5.9864723730384e-05,98,-1.95075,0,0
6.0472487174635e-05,99,-1.95025,0,0
6.1080251182735e-05,100,-1.94975,0,0
6.1688014176206e-05,101,-1.94925,0,0
6.229577668171e-05,102,-1.94875,0,0
6.2903540804763e-05,103,-1.94825,0,0
6.3511303914321e-05,104,-1.94775,0,0
6.4119066537044e-05,105,-1.94725,0,0
6.4726830252164e-05,106,-1.94675,0,0
6.5334593481206e-05,107,-1.94625,0,0
6.594235675083e-05,108,-1.94575,0,0
6.6550119008846e-05,109,-1.94525,0,0
6.7157883413339e-05,110,-1.94475,0,0
6.7765646280693e-05,111,-1.94425,0,0
6.8373408137571e-05,112,-1.94375,0,0
6.8981172142058e-05,113,-1.94325,0,0
6.9588935136824e-05,114,-1.94275,0,0
7.0196698174816e-05,115,-1.94225,0,0
7.0804461782696e-05,116,-1.94175,0,0
7.1412223855702e-05,117,-1.94125,0,0
7.201998755192e-05,118,-1.94075,0,0
7.262774971402e-05,119,-1.94025,0,0
7.3235513500088e-05,120,-1.93975,0,0
7.3843276279076e-05,121,-1.93925,0,0
7.4451039630218e-05,122,-1.93875,0,0
7.5058801448751e-05,123,-1.93825,0,0
7.5666565419047e-05,124,-1.93775,0,0
7.6274328383774e-05,125,-1.93725,0,0
7.6882090869594e-05,126,-1.93675,0,0
7.7489853929455e-05,127,-1.93625,0,0
7.8097616511164e-05,128,-1.93575,0,0
7.8705379667669e-05,129,-1.93525,0,0
7.9313142346778e-05,130,-1.93475,0,0
7.9920905075152e-05,131,-1.93425,0,0
8.0528668379454e-05,132,-1.93375,0,0
8.1136431207493e-05,133,-1.93325,0,0
8.174419303336e-05,134,-1.93275,0,0
