cn_ODE,id,x,y,z
-1.1873779737215e-08,4000,0.000125,0,0
5.3994135551516e-10,4001,0.000375,0,0
2.0636755108591e-09,4002,0.000625,0,0
1.9756489772328e-09,4003,0.000875,0,0
2.0070944905234e-09,4004,0.001125,0,0
1.9971669318285e-09,4005,0.001375,0,0
1.9959391917009e-09,4006,0.001625,0,0
1.992725096045e-09,4007,0.001875,0,0
1.9900783252216e-09,4008,0.002125,0,0
1.9869038074983e-09,4009,0.002375,0,0
1.9840861703699e-09,4010,0.002625,0,0
1.981440487679e-09,4011,0.002875,0,0
1.9784287531811e-09,4012,0.003125,0,0
1.9754313155423e-09,4013,0.003375,0,0
1.9728503418046e-09,4014,0.003625,0,0
1.9698596804294e-09,4015,0.003875,0,0
1.967011474817e-09,4016,0.004125,0,0
1.9641042831855e-09,4017,0.004375,0,0
1.9612959561554e-09,4018,0.004625,0,0
1.9583406068112e-09,4019,0.004875,0,0
1.9556634784355e-09,4020,0.005125,0,0
1.9526237922569e-09,4021,0.005375,0,0
1.9498267891764e-09,4022,0.005625,0,0
1.9471033546343e-09,4023,0.005875,0,0
1.9441154461297e-09,4024,0.006125,0,0
1.9412720710446e-09,4025,0.006375,0,0
1.9384354834446e-09,4026,0.006625,0,0
1.9354797544942e-09,4027,0.006875,0,0
1.9328964270349e-09,4028,0.007125,0,0
1.9297534283426e-09,4029,0.007375,0,0
1.9270022172185e-09,4030,0.007625,0,0
1.9240543659726e-09,4031,0.007875,0,0
1.9212340869688e-09,4032,0.008125,0,0
1.9183780045463e-09,4033,0.008375,0,0
1.9154350603724e-09,4034,0.008625,0,0
1.9129052215394e-09,4035,0.008875,0,0
1.9099210195155e-09,4036,0.009125,0,0
1.9070191690704e-09,4037,0.009375,0,0
1.9039704138659e-09,4038,0.009625,0,0
1.9011797172913e-09,4039,0.009875,0,0
1.8982938309101e-09,4040,0.010125,0,0
1.8957131040994e-09,4041,0.010375,0,0
1.892526257859e-09,4042,0.010625,0,0
1.8897091775497e-09,4043,0.010875,0,0
