cn_ODE,id,x,y,z
-1.1631307028637e-08,4000,0.000125,0,0
8.1427919962351e-09,4001,0.000375,0,0
1.0561173246701e-08,4002,0.000625,0,0
1.0472778196144e-08,4003,0.000875,0,0
1.0511539638456e-08,4004,0.001125,0,0
1.0495159186165e-08,4005,0.001375,0,0
1.0490691149112e-08,4006,0.001625,0,0
1.0482599795136e-08,4007,0.001875,0,0
1.0475706088177e-08,4008,0.002125,0,0
1.0468674509949e-08,4009,0.002375,0,0
1.0461516080718e-08,4010,0.002625,0,0
1.0454622205029e-08,4011,0.002875,0,0
1.0447167136457e-08,4012,0.003125,0,0
1.0440043531935e-08,4013,0.003375,0,0
1.0433206264367e-08,4014,0.003625,0,0
1.042624298578e-08,4015,0.003875,0,0
1.0419049394517e-08,4016,0.004125,0,0
1.0411951844864e-08,4017,0.004375,0,0
1.040453027551e-08,4018,0.004625,0,0
1.0397901857047e-08,4019,0.004875,0,0
1.0390623370477e-08,4020,0.005125,0,0
1.0383526210459e-08,4021,0.005375,0,0
1.0376321515096e-08,4022,0.005625,0,0
1.0369103109698e-08,4023,0.005875,0,0
1.0362385840054e-08,4024,0.006125,0,0
1.0354812680588e-08,4025,0.006375,0,0
1.0348003493205e-08,4026,0.006625,0,0
1.0341106932544e-08,4027,0.006875,0,0
1.0333390508066e-08,4028,0.007125,0,0
1.0327037548919e-08,4029,0.007375,0,0
1.0319721297419e-08,4030,0.007625,0,0
1.031229571096e-08,4031,0.007875,0,0
1.0305315070828e-08,4032,0.008125,0,0
1.0298192776699e-08,4033,0.008375,0,0
1.0291262185399e-08,4034,0.008625,0,0
1.0284037522799e-08,4035,0.008875,0,0
1.0276809470549e-08,4036,0.009125,0,0
1.0269913932562e-08,4037,0.009375,0,0
1.0262943956479e-08,4038,0.009625,0,0
1.0255371127587e-08,4039,0.009875,0,0
1.0248710892343e-08,4040,0.010125,0,0
1.0241383202239e-08,4041,0.010375,0,0
1.0234386775879e-08,4042,0.010625,0,0
1.0227186668751e-08,4043,0.010875,0,0
1.0220061999759e-08,4044,0.011125,0,0
1.0213203953564e-08,4045,0.011375,0,0
1.0206035027223e-08,4046,0.011625,0,0
1.0198572065415e-08,4047,0.011875,0,0
1.0191917000217e-08,4048,0.012125,0,0
1.0184536362287e-08,4049,0.012375,0,0
1.0177506376481e-08,4050,0.012625,0,0
1.0170512975506e-08,4051,0.012875,0,0
1.0163303078249e-08,4052,0.013125,0,0
1.0156398532141e-08,4053,0.013375,0,0
1.014897253317e-08,4054,0.013625,0,0
1.0141952719837e-08,4055,0.013875,0,0
1.0135319621361e-08,4056,0.014125,0,0
1.0127671593886e-08,4057,0.014375,0,0
1.0120744937101e-08,4058,0.014625,0,0
1.0113610771041e-08,4059,0.014875,0,0
1.0106380199837e-08,4060,0.015125,0,0
1.0099445949381e-08,4061,0.015375,0,0
1.0092476033634e-08,4062,0.015625,0,0
1.0085244315155e-08,4063,0.015875,0,0
1.0078120314764e-08,4064,0.016125,0,0
1.0071204825451e-08,4065,0.016375,0,0
1.0064023669174e-08,4066,0.016625,0,0
1.0057050978655e-08,4067,0.016875,0,0
1.0049621480314e-08,4068,0.017125,0,0
1.0042578694038e-08,4069,0.017375,0,0
1.0035572619471e-08,4070,0.017625,0,0
1.0028579916586e-08,4071,0.017875,0,0
1.0021402952214e-08,4072,0.018125,0,0
1.0014086945743e-08,4073,0.018375,0,0
1.0007427751903e-08,4074,0.018625,0,0
1.0000073927729e-08,4075,0.018875,0,0
9.9929325231556e-09,4076,0.019125,0,0
9.9860964694056e-09,4077,0.019375,0,0
9.9785761860187e-09,4078,0.019625,0,0
9.9718715746789e-09,4079,0.019875,0,0
9.9646287475184e-09,4080,0.020125,0,0
9.9573540699133e-09,4081,0.020375,0,0
9.9505927778391e-09,4082,0.020625,0,0
9.9433617363628e-09,4083,0.020875,0,0
9.9362577510483e-09,4084,0.021125,0,0
9.9291904294668e-09,4085,0.021375,0,0
9.9220228393776e-09,4086,0.021625,0,0
